platform_id,platform_name,region,latitude,longitude,operator,date,production_bpd,water_cut_pct,waste_generation_m3_day,storage_capacity_m3,current_storage_m3,days_until_full,last_collection_date,collection_frequency_days,access_restrictions,minimum_tanker_size_dwt,contract_type,distance_from_nearest_port_nm
PLT-EM-002,Epsilon,Eastern Mediterranean,40.72,24.6,Energean,2025-07-28,2927.0,69.9,79.85,800,488.0,3.9,2025-07-22,21,Weather window >Sea State 4,2000,Annual,42
PLT-EM-002,Epsilon,Eastern Mediterranean,40.72,24.6,Energean,2025-07-29,2927.0,69.9,63.64,800,551.6,3.9,2025-07-22,21,Weather window >Sea State 4,2000,Annual,42
PLT-EM-002,Epsilon,Eastern Mediterranean,40.72,24.6,Energean,2025-07-30,2996.0,69.9,60.44,800,612.1,3.1,2025-07-22,21,Weather window >Sea State 4,2000,Annual,42
PLT-EM-002,Epsilon,Eastern Mediterranean,40.72,24.6,Energean,2025-07-31,3019.0,69.9,34.95,800,647.0,4.4,2025-07-22,21,Weather window >Sea State 4,2000,Annual,42
PLT-EM-002,Epsilon,Eastern Mediterranean,40.72,24.6,Energean,2025-08-01,3013.0,69.9,44.53,800,691.6,2.4,2025-07-22,21,Weather window >Sea State 4,2000,Annual,42
PLT-EM-002,Epsilon,Eastern Mediterranean,40.72,24.6,Energean,2025-08-02,2959.0,69.9,90.04,800,98.4,7.8,2025-08-02,21,Weather window >Sea State 4,2000,Annual,42
PLT-EM-002,Epsilon,Eastern Mediterranean,40.72,24.6,Energean,2025-08-03,2955.0,69.9,92.11,800,190.5,6.6,2025-08-02,21,Weather window >Sea State 4,2000,Annual,42
PLT-EM-002,Epsilon,Eastern Mediterranean,40.72,24.6,Energean,2025-08-04,2993.0,70.0,47.05,800,237.6,12.0,2025-08-02,21,Weather window >Sea State 4,2000,Annual,42
PLT-EM-002,Epsilon,Eastern Mediterranean,40.72,24.6,Energean,2025-08-05,3053.0,70.0,63.33,800,300.9,7.9,2025-08-02,21,Weather window >Sea State 4,2000,Annual,42
PLT-EM-002,Epsilon,Eastern Mediterranean,40.72,24.6,Energean,2025-08-06,2940.0,70.0,92.71,800,393.6,4.4,2025-08-02,21,Weather window >Sea State 4,2000,Annual,42
PLT-EM-002,Epsilon,Eastern Mediterranean,40.72,24.6,Energean,2025-08-07,2999.0,70.0,86.87,800,480.5,3.7,2025-08-02,21,Weather window >Sea State 4,2000,Annual,42
PLT-EM-002,Epsilon,Eastern Mediterranean,40.72,24.6,Energean,2025-08-08,2972.0,70.0,95.84,800,576.3,2.3,2025-08-02,21,Weather window >Sea State 4,2000,Annual,42
PLT-EM-002,Epsilon,Eastern Mediterranean,40.72,24.6,Energean,2025-08-09,2988.0,70.0,46.04,800,622.3,3.9,2025-08-02,21,Weather window >Sea State 4,2000,Annual,42
PLT-EM-002,Epsilon,Eastern Mediterranean,40.72,24.6,Energean,2025-08-10,3061.0,70.0,60.61,800,682.9,1.9,2025-08-02,21,Weather window >Sea State 4,2000,Annual,42
PLT-EM-002,Epsilon,Eastern Mediterranean,40.72,24.6,Energean,2025-08-11,3054.0,70.0,78.18,800,89.5,9.1,2025-08-11,21,Weather window >Sea State 4,2000,Annual,42
PLT-EM-002,Epsilon,Eastern Mediterranean,40.72,24.6,Energean,2025-08-12,2940.0,70.1,55.64,800,145.1,11.8,2025-08-11,21,Weather window >Sea State 4,2000,Annual,42
PLT-EM-002,Epsilon,Eastern Mediterranean,40.72,24.6,Energean,2025-08-13,3027.0,70.1,43.77,800,188.9,14.0,2025-08-11,21,Weather window >Sea State 4,2000,Annual,42
PLT-EM-002,Epsilon,Eastern Mediterranean,40.72,24.6,Energean,2025-08-14,2996.0,70.1,34.19,800,223.1,16.9,2025-08-11,21,Weather window >Sea State 4,2000,Annual,42
PLT-EM-002,Epsilon,Eastern Mediterranean,40.72,24.6,Energean,2025-08-15,2897.0,70.1,54.63,800,277.7,9.6,2025-08-11,21,Weather window >Sea State 4,2000,Annual,42
PLT-EM-002,Epsilon,Eastern Mediterranean,40.72,24.6,Energean,2025-08-16,3005.0,70.1,81.74,800,359.5,5.4,2025-08-11,21,Weather window >Sea State 4,2000,Annual,42
PLT-EM-002,Epsilon,Eastern Mediterranean,40.72,24.6,Energean,2025-08-17,2910.0,70.1,65.14,800,424.6,5.8,2025-08-11,21,Weather window >Sea State 4,2000,Annual,42
PLT-EM-002,Epsilon,Eastern Mediterranean,40.72,24.6,Energean,2025-08-18,2936.0,70.1,54.25,800,478.9,5.9,2025-08-11,21,Weather window >Sea State 4,2000,Annual,42
PLT-EM-002,Epsilon,Eastern Mediterranean,40.72,24.6,Energean,2025-08-19,2952.0,70.2,91.54,800,570.4,2.5,2025-08-11,21,Weather window >Sea State 4,2000,Annual,42
PLT-EM-002,Epsilon,Eastern Mediterranean,40.72,24.6,Energean,2025-08-20,2904.0,70.2,62.59,800,633.0,2.7,2025-08-11,21,Weather window >Sea State 4,2000,Annual,42
PLT-EM-002,Epsilon,Eastern Mediterranean,40.72,24.6,Energean,2025-08-21,2999.0,70.2,88.73,800,155.5,7.3,2025-08-21,21,Weather window >Sea State 4,2000,Annual,42
PLT-EM-002,Epsilon,Eastern Mediterranean,40.72,24.6,Energean,2025-08-22,2983.0,70.2,61.84,800,217.3,9.4,2025-08-21,21,Weather window >Sea State 4,2000,Annual,42
PLT-EM-002,Epsilon,Eastern Mediterranean,40.72,24.6,Energean,2025-08-23,3003.0,70.2,90.87,800,308.2,5.4,2025-08-21,21,Weather window >Sea State 4,2000,Annual,42
PLT-EM-002,Epsilon,Eastern Mediterranean,40.72,24.6,Energean,2025-08-24,2933.0,70.2,50.03,800,358.2,8.8,2025-08-21,21,Weather window >Sea State 4,2000,Annual,42
PLT-EM-002,Epsilon,Eastern Mediterranean,40.72,24.6,Energean,2025-08-25,2968.0,70.2,50.45,800,408.7,7.8,2025-08-21,21,Weather window >Sea State 4,2000,Annual,42
PLT-EM-002,Epsilon,Eastern Mediterranean,40.72,24.6,Energean,2025-08-26,3047.0,70.3,100.09,800,508.8,2.9,2025-08-21,21,Weather window >Sea State 4,2000,Annual,42
PLT-EM-002,Epsilon,Eastern Mediterranean,40.72,24.6,Energean,2025-08-27,3042.0,70.3,68.6,800,577.4,3.2,2025-08-21,21,Weather window >Sea State 4,2000,Annual,42
PLT-EM-002,Epsilon,Eastern Mediterranean,40.72,24.6,Energean,2025-08-28,2904.0,70.3,95.15,800,672.5,1.3,2025-08-21,21,Weather window >Sea State 4,2000,Annual,42
PLT-EM-002,Epsilon,Eastern Mediterranean,40.72,24.6,Energean,2025-08-29,3039.0,70.3,44.56,800,717.1,1.9,2025-08-21,21,Weather window >Sea State 4,2000,Annual,42
PLT-EM-002,Epsilon,Eastern Mediterranean,40.72,24.6,Energean,2025-08-30,3044.0,70.3,95.57,800,169.2,6.6,2025-08-30,21,Weather window >Sea State 4,2000,Annual,42
PLT-EM-002,Epsilon,Eastern Mediterranean,40.72,24.6,Energean,2025-08-31,2955.0,70.3,58.02,800,227.2,9.9,2025-08-30,21,Weather window >Sea State 4,2000,Annual,42
PLT-EM-002,Epsilon,Eastern Mediterranean,40.72,24.6,Energean,2025-09-01,2904.0,70.3,45.59,800,272.8,11.6,2025-08-30,21,Weather window >Sea State 4,2000,Annual,42
PLT-EM-002,Epsilon,Eastern Mediterranean,40.72,24.6,Energean,2025-09-02,2933.0,70.4,84.69,800,357.5,5.2,2025-08-30,21,Weather window >Sea State 4,2000,Annual,42
PLT-EM-002,Epsilon,Eastern Mediterranean,40.72,24.6,Energean,2025-09-03,2900.0,70.4,92.07,800,449.6,3.8,2025-08-30,21,Weather window >Sea State 4,2000,Annual,42
PLT-EM-002,Epsilon,Eastern Mediterranean,40.72,24.6,Energean,2025-09-04,2980.0,70.4,90.01,800,539.6,2.9,2025-08-30,21,Weather window >Sea State 4,2000,Annual,42
PLT-EM-002,Epsilon,Eastern Mediterranean,40.72,24.6,Energean,2025-09-05,3047.0,70.4,60.57,800,600.2,3.3,2025-08-30,21,Weather window >Sea State 4,2000,Annual,42
PLT-EM-002,Epsilon,Eastern Mediterranean,40.72,24.6,Energean,2025-09-06,3008.0,70.4,44.69,800,644.8,3.5,2025-08-30,21,Weather window >Sea State 4,2000,Annual,42
PLT-EM-002,Epsilon,Eastern Mediterranean,40.72,24.6,Energean,2025-09-07,2914.0,70.4,92.97,800,127.9,7.2,2025-09-07,21,Weather window >Sea State 4,2000,Annual,42
PLT-EM-002,Epsilon,Eastern Mediterranean,40.72,24.6,Energean,2025-09-08,2932.0,70.4,36.39,800,164.3,17.5,2025-09-07,21,Weather window >Sea State 4,2000,Annual,42
PLT-EM-002,Epsilon,Eastern Mediterranean,40.72,24.6,Energean,2025-09-09,3035.0,70.4,89.67,800,253.9,6.1,2025-09-07,21,Weather window >Sea State 4,2000,Annual,42
PLT-EM-002,Epsilon,Eastern Mediterranean,40.72,24.6,Energean,2025-09-10,2936.0,70.5,57.81,800,311.8,8.4,2025-09-07,21,Weather window >Sea State 4,2000,Annual,42
PLT-EM-002,Epsilon,Eastern Mediterranean,40.72,24.6,Energean,2025-09-11,2944.0,70.5,46.54,800,358.3,9.5,2025-09-07,21,Weather window >Sea State 4,2000,Annual,42
PLT-EM-002,Epsilon,Eastern Mediterranean,40.72,24.6,Energean,2025-09-12,3006.0,70.5,43.16,800,401.5,9.2,2025-09-07,21,Weather window >Sea State 4,2000,Annual,42
PLT-EM-002,Epsilon,Eastern Mediterranean,40.72,24.6,Energean,2025-09-13,2973.0,70.5,39.2,800,440.7,9.2,2025-09-07,21,Weather window >Sea State 4,2000,Annual,42
PLT-EM-002,Epsilon,Eastern Mediterranean,40.72,24.6,Energean,2025-09-14,2982.0,70.5,67.5,800,508.2,4.3,2025-09-07,21,Weather window >Sea State 4,2000,Annual,42
PLT-EM-002,Epsilon,Eastern Mediterranean,40.72,24.6,Energean,2025-09-15,2962.0,70.5,70.59,800,578.7,3.1,2025-09-07,21,Weather window >Sea State 4,2000,Annual,42
PLT-EM-002,Epsilon,Eastern Mediterranean,40.72,24.6,Energean,2025-09-16,2971.0,70.5,52.11,800,630.9,3.2,2025-09-07,21,Weather window >Sea State 4,2000,Annual,42
PLT-EM-002,Epsilon,Eastern Mediterranean,40.72,24.6,Energean,2025-09-17,2951.0,70.6,39.33,800,670.2,3.3,2025-09-07,21,Weather window >Sea State 4,2000,Annual,42
PLT-EM-002,Epsilon,Eastern Mediterranean,40.72,24.6,Energean,2025-09-18,3001.0,70.6,63.05,800,179.8,9.8,2025-09-18,21,Weather window >Sea State 4,2000,Annual,42
PLT-EM-002,Epsilon,Eastern Mediterranean,40.72,24.6,Energean,2025-09-19,3003.0,70.6,83.44,800,263.3,6.4,2025-09-18,21,Weather window >Sea State 4,2000,Annual,42
PLT-EM-002,Epsilon,Eastern Mediterranean,40.72,24.6,Energean,2025-09-20,2934.0,70.6,33.51,800,296.8,15.0,2025-09-18,21,Weather window >Sea State 4,2000,Annual,42
PLT-EM-002,Epsilon,Eastern Mediterranean,40.72,24.6,Energean,2025-09-21,3048.0,70.6,83.63,800,380.4,5.0,2025-09-18,21,Weather window >Sea State 4,2000,Annual,42
PLT-EM-002,Epsilon,Eastern Mediterranean,40.72,24.6,Energean,2025-09-22,3037.0,70.6,52.97,800,433.4,6.9,2025-09-18,21,Weather window >Sea State 4,2000,Annual,42
PLT-EM-002,Epsilon,Eastern Mediterranean,40.72,24.6,Energean,2025-09-23,2958.0,70.6,34.72,800,468.1,9.6,2025-09-18,21,Weather window >Sea State 4,2000,Annual,42
PLT-EM-002,Epsilon,Eastern Mediterranean,40.72,24.6,Energean,2025-09-24,3057.0,70.7,39.84,800,508.0,7.3,2025-09-18,21,Weather window >Sea State 4,2000,Annual,42
PLT-EM-002,Epsilon,Eastern Mediterranean,40.72,24.6,Energean,2025-09-25,2896.0,70.7,36.2,800,544.2,7.1,2025-09-18,21,Weather window >Sea State 4,2000,Annual,42
PLT-EM-002,Epsilon,Eastern Mediterranean,40.72,24.6,Energean,2025-09-26,2889.0,70.7,82.19,800,626.3,2.1,2025-09-18,21,Weather window >Sea State 4,2000,Annual,42
PLT-EM-002,Epsilon,Eastern Mediterranean,40.72,24.6,Energean,2025-09-27,2989.0,70.7,62.38,800,688.7,1.8,2025-09-18,21,Weather window >Sea State 4,2000,Annual,42
PLT-EM-002,Epsilon,Eastern Mediterranean,40.72,24.6,Energean,2025-09-28,3038.0,70.7,72.33,800,176.1,8.6,2025-09-28,21,Weather window >Sea State 4,2000,Annual,42
PLT-EM-002,Epsilon,Eastern Mediterranean,40.72,24.6,Energean,2025-09-29,3039.0,70.7,97.59,800,273.6,5.4,2025-09-28,21,Weather window >Sea State 4,2000,Annual,42
PLT-EM-002,Epsilon,Eastern Mediterranean,40.72,24.6,Energean,2025-09-30,2940.0,70.7,40.86,800,314.5,11.9,2025-09-28,21,Weather window >Sea State 4,2000,Annual,42
PLT-EM-002,Epsilon,Eastern Mediterranean,40.72,24.6,Energean,2025-10-01,3003.0,70.7,83.46,800,398.0,4.8,2025-09-28,21,Weather window >Sea State 4,2000,Annual,42
PLT-EM-002,Epsilon,Eastern Mediterranean,40.72,24.6,Energean,2025-10-02,3026.0,70.8,95.91,800,493.9,3.2,2025-09-28,21,Weather window >Sea State 4,2000,Annual,42
PLT-EM-002,Epsilon,Eastern Mediterranean,40.72,24.6,Energean,2025-10-03,2950.0,70.8,87.44,800,581.3,2.5,2025-09-28,21,Weather window >Sea State 4,2000,Annual,42
PLT-EM-002,Epsilon,Eastern Mediterranean,40.72,24.6,Energean,2025-10-04,2994.0,70.8,78.95,800,660.3,1.8,2025-09-28,21,Weather window >Sea State 4,2000,Annual,42
PLT-EM-002,Epsilon,Eastern Mediterranean,40.72,24.6,Energean,2025-10-05,3037.0,70.8,44.9,800,705.2,2.1,2025-09-28,21,Weather window >Sea State 4,2000,Annual,42
PLT-EM-002,Epsilon,Eastern Mediterranean,40.72,24.6,Energean,2025-10-06,2956.0,70.8,48.21,800,126.8,14.0,2025-10-06,21,Weather window >Sea State 4,2000,Annual,42
PLT-EM-002,Epsilon,Eastern Mediterranean,40.72,24.6,Energean,2025-10-07,3022.0,70.8,97.47,800,224.2,5.9,2025-10-06,21,Weather window >Sea State 4,2000,Annual,42
PLT-EM-002,Epsilon,Eastern Mediterranean,40.72,24.6,Energean,2025-10-08,2915.0,70.8,49.95,800,274.2,10.5,2025-10-06,21,Weather window >Sea State 4,2000,Annual,42
PLT-EM-002,Epsilon,Eastern Mediterranean,40.72,24.6,Energean,2025-10-09,2896.0,70.9,34.03,800,308.2,14.5,2025-10-06,21,Weather window >Sea State 4,2000,Annual,42
PLT-EM-002,Epsilon,Eastern Mediterranean,40.72,24.6,Energean,2025-10-10,2915.0,70.9,68.13,800,376.3,6.2,2025-10-06,21,Weather window >Sea State 4,2000,Annual,42
PLT-EM-002,Epsilon,Eastern Mediterranean,40.72,24.6,Energean,2025-10-11,3060.0,70.9,48.04,800,424.4,7.8,2025-10-06,21,Weather window >Sea State 4,2000,Annual,42
PLT-EM-002,Epsilon,Eastern Mediterranean,40.72,24.6,Energean,2025-10-12,2984.0,70.9,62.85,800,487.2,5.0,2025-10-06,21,Weather window >Sea State 4,2000,Annual,42
PLT-EM-002,Epsilon,Eastern Mediterranean,40.72,24.6,Energean,2025-10-13,3060.0,70.9,36.88,800,524.1,7.5,2025-10-06,21,Weather window >Sea State 4,2000,Annual,42
PLT-EM-002,Epsilon,Eastern Mediterranean,40.72,24.6,Energean,2025-10-14,2937.0,70.9,60.03,800,584.1,3.6,2025-10-06,21,Weather window >Sea State 4,2000,Annual,42
PLT-EM-002,Epsilon,Eastern Mediterranean,40.72,24.6,Energean,2025-10-15,3033.0,70.9,56.42,800,640.6,2.8,2025-10-06,21,Weather window >Sea State 4,2000,Annual,42
PLT-EM-002,Epsilon,Eastern Mediterranean,40.72,24.6,Energean,2025-10-16,2965.0,71.0,49.3,800,689.9,2.2,2025-10-06,21,Weather window >Sea State 4,2000,Annual,42
PLT-EM-002,Epsilon,Eastern Mediterranean,40.72,24.6,Energean,2025-10-17,2974.0,71.0,87.85,800,182.9,7.0,2025-10-17,21,Weather window >Sea State 4,2000,Annual,42
PLT-EM-002,Epsilon,Eastern Mediterranean,40.72,24.6,Energean,2025-10-18,2917.0,71.0,71.91,800,254.8,7.6,2025-10-17,21,Weather window >Sea State 4,2000,Annual,42
PLT-EM-002,Epsilon,Eastern Mediterranean,40.72,24.6,Energean,2025-10-19,3036.0,71.0,66.52,800,321.3,7.2,2025-10-17,21,Weather window >Sea State 4,2000,Annual,42
PLT-EM-002,Epsilon,Eastern Mediterranean,40.72,24.6,Energean,2025-10-20,2947.0,71.0,70.53,800,391.9,5.8,2025-10-17,21,Weather window >Sea State 4,2000,Annual,42
PLT-EM-002,Epsilon,Eastern Mediterranean,40.72,24.6,Energean,2025-10-21,2918.0,71.0,83.55,800,475.4,3.9,2025-10-17,21,Weather window >Sea State 4,2000,Annual,42
PLT-EM-002,Epsilon,Eastern Mediterranean,40.72,24.6,Energean,2025-10-22,2898.0,71.0,50.67,800,526.1,5.4,2025-10-17,21,Weather window >Sea State 4,2000,Annual,42
PLT-EM-002,Epsilon,Eastern Mediterranean,40.72,24.6,Energean,2025-10-23,2908.0,71.0,59.72,800,585.8,3.6,2025-10-17,21,Weather window >Sea State 4,2000,Annual,42
PLT-EM-002,Epsilon,Eastern Mediterranean,40.72,24.6,Energean,2025-10-24,2961.0,71.1,94.66,800,680.4,1.3,2025-10-17,21,Weather window >Sea State 4,2000,Annual,42
PLT-EM-002,Epsilon,Eastern Mediterranean,40.72,24.6,Energean,2025-10-25,2933.0,71.1,94.36,800,104.4,7.4,2025-10-25,21,Weather window >Sea State 4,2000,Annual,42
PLT-EM-002,Epsilon,Eastern Mediterranean,40.72,24.6,Energean,2025-10-26,3017.0,71.1,68.92,800,173.3,9.1,2025-10-25,21,Weather window >Sea State 4,2000,Annual,42
PLT-EM-002,Epsilon,Eastern Mediterranean,40.72,24.6,Energean,2025-10-27,3054.0,71.1,35.75,800,209.1,16.5,2025-10-25,21,Weather window >Sea State 4,2000,Annual,42
PLT-EM-002,Epsilon,Eastern Mediterranean,40.72,24.6,Energean,2025-10-28,2914.0,71.1,68.79,800,277.9,7.6,2025-10-25,21,Weather window >Sea State 4,2000,Annual,42
PLT-EM-002,Epsilon,Eastern Mediterranean,40.72,24.6,Energean,2025-10-29,3000.0,71.1,81.33,800,359.2,5.4,2025-10-25,21,Weather window >Sea State 4,2000,Annual,42
PLT-EM-002,Epsilon,Eastern Mediterranean,40.72,24.6,Energean,2025-10-30,2917.0,71.1,39.02,800,398.2,10.3,2025-10-25,21,Weather window >Sea State 4,2000,Annual,42
PLT-EM-002,Epsilon,Eastern Mediterranean,40.72,24.6,Energean,2025-10-31,2915.0,71.2,61.92,800,460.1,5.5,2025-10-25,21,Weather window >Sea State 4,2000,Annual,42
PLT-EM-002,Epsilon,Eastern Mediterranean,40.72,24.6,Energean,2025-11-01,3002.0,71.2,64.05,800,524.2,4.3,2025-10-25,21,Weather window >Sea State 4,2000,Annual,42
PLT-EM-002,Epsilon,Eastern Mediterranean,40.72,24.6,Energean,2025-11-02,2893.0,71.2,82.02,800,606.2,2.4,2025-10-25,21,Weather window >Sea State 4,2000,Annual,42
PLT-EM-002,Epsilon,Eastern Mediterranean,40.72,24.6,Energean,2025-11-03,2995.0,71.2,56.73,800,662.9,2.4,2025-10-25,21,Weather window >Sea State 4,2000,Annual,42
PLT-EM-002,Epsilon,Eastern Mediterranean,40.72,24.6,Energean,2025-11-04,2921.0,71.2,89.32,800,120.1,7.6,2025-11-04,21,Weather window >Sea State 4,2000,Annual,42
PLT-EM-002,Epsilon,Eastern Mediterranean,40.72,24.6,Energean,2025-11-05,2893.0,71.2,42.52,800,162.6,15.0,2025-11-04,21,Weather window >Sea State 4,2000,Annual,42
PLT-EM-002,Epsilon,Eastern Mediterranean,40.72,24.6,Energean,2025-11-06,2916.0,71.2,92.61,800,255.2,5.9,2025-11-04,21,Weather window >Sea State 4,2000,Annual,42
PLT-EM-002,Epsilon,Eastern Mediterranean,40.72,24.6,Energean,2025-11-07,2977.0,71.3,35.13,800,290.3,14.5,2025-11-04,21,Weather window >Sea State 4,2000,Annual,42
PLT-EM-002,Epsilon,Eastern Mediterranean,40.72,24.6,Energean,2025-11-08,3028.0,71.3,72.16,800,362.5,6.1,2025-11-04,21,Weather window >Sea State 4,2000,Annual,42
PLT-EM-002,Epsilon,Eastern Mediterranean,40.72,24.6,Energean,2025-11-09,2893.0,71.3,36.5,800,399.0,11.0,2025-11-04,21,Weather window >Sea State 4,2000,Annual,42
PLT-EM-002,Epsilon,Eastern Mediterranean,40.72,24.6,Energean,2025-11-10,2928.0,71.3,79.75,800,478.7,4.0,2025-11-04,21,Weather window >Sea State 4,2000,Annual,42
PLT-EM-002,Epsilon,Eastern Mediterranean,40.72,24.6,Energean,2025-11-11,2957.0,71.3,62.72,800,541.5,4.1,2025-11-04,21,Weather window >Sea State 4,2000,Annual,42
PLT-EM-002,Epsilon,Eastern Mediterranean,40.72,24.6,Energean,2025-11-12,2949.0,71.3,46.58,800,588.0,4.6,2025-11-04,21,Weather window >Sea State 4,2000,Annual,42
PLT-EM-002,Epsilon,Eastern Mediterranean,40.72,24.6,Energean,2025-11-13,2979.0,71.3,54.74,800,642.8,2.9,2025-11-04,21,Weather window >Sea State 4,2000,Annual,42
PLT-EM-002,Epsilon,Eastern Mediterranean,40.72,24.6,Energean,2025-11-14,3026.0,71.3,90.04,800,184.4,6.8,2025-11-14,21,Weather window >Sea State 4,2000,Annual,42
PLT-EM-002,Epsilon,Eastern Mediterranean,40.72,24.6,Energean,2025-11-15,2999.0,71.4,47.14,800,231.5,12.1,2025-11-14,21,Weather window >Sea State 4,2000,Annual,42
PLT-EM-002,Epsilon,Eastern Mediterranean,40.72,24.6,Energean,2025-11-16,3025.0,71.4,73.69,800,305.2,6.7,2025-11-14,21,Weather window >Sea State 4,2000,Annual,42
PLT-EM-002,Epsilon,Eastern Mediterranean,40.72,24.6,Energean,2025-11-17,2925.0,71.4,47.79,800,353.0,9.4,2025-11-14,21,Weather window >Sea State 4,2000,Annual,42
PLT-EM-002,Epsilon,Eastern Mediterranean,40.72,24.6,Energean,2025-11-18,3006.0,71.4,40.74,800,393.7,10.0,2025-11-14,21,Weather window >Sea State 4,2000,Annual,42
PLT-EM-002,Epsilon,Eastern Mediterranean,40.72,24.6,Energean,2025-11-19,2909.0,71.4,94.69,800,488.4,3.3,2025-11-14,21,Weather window >Sea State 4,2000,Annual,42
PLT-EM-002,Epsilon,Eastern Mediterranean,40.72,24.6,Energean,2025-11-20,3038.0,71.4,75.65,800,564.1,3.1,2025-11-14,21,Weather window >Sea State 4,2000,Annual,42
PLT-EM-002,Epsilon,Eastern Mediterranean,40.72,24.6,Energean,2025-11-21,2957.0,71.4,46.39,800,610.5,4.1,2025-11-14,21,Weather window >Sea State 4,2000,Annual,42
PLT-EM-002,Epsilon,Eastern Mediterranean,40.72,24.6,Energean,2025-11-22,3049.0,71.5,46.06,800,656.5,3.1,2025-11-14,21,Weather window >Sea State 4,2000,Annual,42
PLT-EM-002,Epsilon,Eastern Mediterranean,40.72,24.6,Energean,2025-11-23,2947.0,71.5,41.97,800,698.5,2.4,2025-11-14,21,Weather window >Sea State 4,2000,Annual,42
PLT-EM-002,Epsilon,Eastern Mediterranean,40.72,24.6,Energean,2025-11-24,2960.0,71.5,100.09,800,157.4,6.4,2025-11-24,21,Weather window >Sea State 4,2000,Annual,42
PLT-EM-002,Epsilon,Eastern Mediterranean,40.72,24.6,Energean,2025-11-25,2905.0,71.5,78.59,800,236.0,7.2,2025-11-24,21,Weather window >Sea State 4,2000,Annual,42
PLT-EM-002,Epsilon,Eastern Mediterranean,40.72,24.6,Energean,2025-11-26,3009.0,71.5,45.83,800,281.8,11.3,2025-11-24,21,Weather window >Sea State 4,2000,Annual,42
PLT-EM-002,Epsilon,Eastern Mediterranean,40.72,24.6,Energean,2025-11-27,3040.0,71.5,51.63,800,333.5,9.0,2025-11-24,21,Weather window >Sea State 4,2000,Annual,42
PLT-EM-002,Epsilon,Eastern Mediterranean,40.72,24.6,Energean,2025-11-28,2987.0,71.5,96.53,800,430.0,3.8,2025-11-24,21,Weather window >Sea State 4,2000,Annual,42
PLT-EM-002,Epsilon,Eastern Mediterranean,40.72,24.6,Energean,2025-11-29,2951.0,71.6,41.96,800,472.0,7.8,2025-11-24,21,Weather window >Sea State 4,2000,Annual,42
PLT-EM-002,Epsilon,Eastern Mediterranean,40.72,24.6,Energean,2025-11-30,2948.0,71.6,87.22,800,559.2,2.8,2025-11-24,21,Weather window >Sea State 4,2000,Annual,42
PLT-EM-002,Epsilon,Eastern Mediterranean,40.72,24.6,Energean,2025-12-01,2936.0,71.6,42.02,800,601.2,4.7,2025-11-24,21,Weather window >Sea State 4,2000,Annual,42
PLT-EM-002,Epsilon,Eastern Mediterranean,40.72,24.6,Energean,2025-12-02,3034.0,71.6,80.56,800,681.8,1.5,2025-11-24,21,Weather window >Sea State 4,2000,Annual,42
PLT-EM-002,Epsilon,Eastern Mediterranean,40.72,24.6,Energean,2025-12-03,3001.0,71.6,46.03,800,98.8,15.2,2025-12-03,21,Weather window >Sea State 4,2000,Annual,42
PLT-EM-002,Epsilon,Eastern Mediterranean,40.72,24.6,Energean,2025-12-04,2917.0,71.6,47.41,800,146.2,13.8,2025-12-03,21,Weather window >Sea State 4,2000,Annual,42
PLT-EM-002,Epsilon,Eastern Mediterranean,40.72,24.6,Energean,2025-12-05,3018.0,71.6,65.6,800,211.8,9.0,2025-12-03,21,Weather window >Sea State 4,2000,Annual,42
PLT-EM-002,Epsilon,Eastern Mediterranean,40.72,24.6,Energean,2025-12-06,2973.0,71.7,67.94,800,279.7,7.7,2025-12-03,21,Weather window >Sea State 4,2000,Annual,42
PLT-EM-002,Epsilon,Eastern Mediterranean,40.72,24.6,Energean,2025-12-07,2949.0,71.7,43.98,800,323.7,10.8,2025-12-03,21,Weather window >Sea State 4,2000,Annual,42
PLT-EM-002,Epsilon,Eastern Mediterranean,40.72,24.6,Energean,2025-12-08,2893.0,71.7,67.48,800,391.2,6.1,2025-12-03,21,Weather window >Sea State 4,2000,Annual,42
PLT-EM-002,Epsilon,Eastern Mediterranean,40.72,24.6,Energean,2025-12-09,2902.0,71.7,43.48,800,434.7,8.4,2025-12-03,21,Weather window >Sea State 4,2000,Annual,42
PLT-EM-002,Epsilon,Eastern Mediterranean,40.72,24.6,Energean,2025-12-10,3014.0,71.7,99.54,800,534.2,2.7,2025-12-03,21,Weather window >Sea State 4,2000,Annual,42
PLT-EM-002,Epsilon,Eastern Mediterranean,40.72,24.6,Energean,2025-12-11,3006.0,71.7,74.87,800,609.1,2.5,2025-12-03,21,Weather window >Sea State 4,2000,Annual,42
PLT-EM-002,Epsilon,Eastern Mediterranean,40.72,24.6,Energean,2025-12-12,3036.0,71.7,79.58,800,688.7,1.4,2025-12-03,21,Weather window >Sea State 4,2000,Annual,42
PLT-EM-002,Epsilon,Eastern Mediterranean,40.72,24.6,Energean,2025-12-13,2994.0,71.7,59.93,800,146.0,10.9,2025-12-13,21,Weather window >Sea State 4,2000,Annual,42
PLT-EM-002,Epsilon,Eastern Mediterranean,40.72,24.6,Energean,2025-12-14,3037.0,71.8,35.27,800,181.2,17.5,2025-12-13,21,Weather window >Sea State 4,2000,Annual,42
PLT-EM-002,Epsilon,Eastern Mediterranean,40.72,24.6,Energean,2025-12-15,2969.0,71.8,59.83,800,241.1,9.3,2025-12-13,21,Weather window >Sea State 4,2000,Annual,42
