timestamp,zone_id,significant_wave_height_m,max_wave_height_m,wave_period_s,swell_height_m,wind_speed_knots,wind_direction_deg,visibility_nm,sea_surface_temp_c,beaufort_scale,operation_feasibility,small_vessel_limit_dwt
2024-01-22 18:00:00,MED-W,2.69,4.84,4.1,1.72,25.0,257.0,16.6,12.1,6,Marginal,2000
2024-01-23 00:00:00,MED-W,3.36,6.05,4.6,2.52,25.5,249.0,8.2,12.0,6,No-Go,99999
2024-01-23 06:00:00,MED-W,3.49,6.28,4.7,2.67,26.0,223.0,11.1,13.9,6,No-Go,99999
2024-01-23 12:00:00,MED-W,2.72,4.9,4.1,1.86,22.5,23.0,15.0,13.7,6,Marginal,2000
2024-01-23 18:00:00,MED-W,2.83,5.09,4.2,1.6,25.2,234.0,19.5,13.0,6,Marginal,2000
2024-01-24 00:00:00,MED-W,3.08,5.54,4.4,2.22,21.9,123.0,3.3,13.1,6,No-Go,99999
2024-01-24 06:00:00,MED-W,2.37,4.27,3.9,1.78,21.1,187.0,3.0,13.2,5,Marginal,1000
2024-01-24 12:00:00,MED-W,2.82,5.08,4.2,1.78,26.9,64.0,13.0,12.7,6,Marginal,2000
2024-01-24 18:00:00,MED-W,2.59,4.65,4.0,1.52,24.5,286.0,19.8,13.0,6,Marginal,2000
2024-01-25 00:00:00,MED-W,2.54,4.57,4.0,1.7,23.0,182.0,8.9,13.2,6,Marginal,2000
2024-01-25 06:00:00,MED-W,2.88,5.18,4.2,1.75,23.3,327.0,2.1,13.4,6,Marginal,2000
2024-01-25 12:00:00,MED-W,2.34,4.2,3.8,1.47,17.6,355.0,12.1,12.6,5,Marginal,1000
2024-01-25 18:00:00,MED-W,2.16,3.9,3.7,1.21,17.1,274.0,19.1,12.2,5,Marginal,1000
2024-01-26 00:00:00,MED-W,2.3,4.14,3.8,1.39,17.0,345.0,3.9,13.5,5,Marginal,1000
2024-01-26 06:00:00,MED-W,1.67,3.0,3.2,1.26,20.0,337.0,12.4,13.1,5,Go,500
2024-01-26 12:00:00,MED-W,1.47,2.65,3.0,0.82,14.0,70.0,11.8,13.3,4,Go,0
2024-01-26 18:00:00,MED-W,1.41,2.54,3.0,0.89,14.7,313.0,9.6,13.5,4,Go,0
2024-01-27 00:00:00,MED-W,1.21,2.17,2.7,0.69,15.5,246.0,18.1,13.1,4,Go,0
2024-01-27 06:00:00,MED-W,1.42,2.56,3.0,1.05,14.3,148.0,14.2,13.6,4,Go,0
2024-01-27 12:00:00,MED-W,1.61,2.89,3.2,1.17,16.8,342.0,11.5,13.2,5,Go,500
2024-01-27 18:00:00,MED-W,0.6,1.08,1.9,0.47,9.7,316.0,5.8,13.2,3,Go,0
2024-01-28 00:00:00,MED-W,0.6,1.08,1.9,0.47,9.0,218.0,16.0,13.0,3,Go,0
2024-01-28 06:00:00,MED-W,1.4,2.53,3.0,0.79,14.3,304.0,2.0,11.9,4,Go,0
2024-01-28 12:00:00,MED-W,1.45,2.61,3.0,1.08,13.9,354.0,12.3,12.9,4,Go,0
2024-01-28 18:00:00,MED-W,1.39,2.5,2.9,1.08,12.4,10.0,1.9,12.8,4,Go,0
2024-01-29 00:00:00,MED-W,1.5,2.69,3.1,1.15,13.1,193.0,9.4,12.8,4,Go,0
2024-01-29 06:00:00,MED-W,1.36,2.45,2.9,0.95,15.5,221.0,16.4,13.5,4,Go,0
2024-01-29 12:00:00,MED-W,1.93,3.47,3.5,1.19,17.2,245.0,14.9,13.1,5,Go,500
2024-01-29 18:00:00,MED-W,1.6,2.87,3.2,1.04,18.9,237.0,8.0,12.9,5,Go,500
2024-01-30 00:00:00,MED-W,0.86,1.54,2.3,0.65,10.7,347.0,17.0,13.9,3,Go,0
2024-01-30 06:00:00,MED-W,1.46,2.62,3.0,1.03,13.4,263.0,13.6,12.5,4,Go,0
2024-01-30 12:00:00,MED-W,1.74,3.13,3.3,1.29,21.1,263.0,6.3,14.2,5,Go,500
2024-01-30 18:00:00,MED-W,2.27,4.09,3.8,1.49,17.7,246.0,8.9,13.7,5,Marginal,1000
2024-01-31 00:00:00,MED-W,2.3,4.14,3.8,1.74,19.2,251.0,15.3,13.7,5,Marginal,1000
2024-01-31 06:00:00,MED-W,2.6,4.69,4.0,1.61,21.2,280.0,2.1,14.0,6,Marginal,2000
2024-01-31 12:00:00,MED-W,2.59,4.65,4.0,1.8,23.5,294.0,2.0,12.3,6,Marginal,2000
2024-01-31 18:00:00,MED-W,2.51,4.52,4.0,1.52,21.4,101.0,14.8,12.9,6,Marginal,2000
2024-02-01 00:00:00,MED-W,2.43,4.37,3.9,1.76,18.2,308.0,15.1,14.0,5,Marginal,1000
2024-02-01 06:00:00,MED-W,2.43,4.38,3.9,1.69,18.6,341.0,8.1,13.8,5,Marginal,1000
2024-02-01 12:00:00,MED-W,1.93,3.47,3.5,1.09,20.4,26.0,14.5,14.3,5,Go,500
2024-02-01 18:00:00,MED-W,0.75,1.34,2.2,0.42,10.3,2.0,12.4,13.4,3,Go,0
2024-02-02 00:00:00,MED-W,0.65,1.17,2.0,0.49,9.9,342.0,4.7,13.5,3,Go,0
2024-02-02 06:00:00,MED-W,0.69,1.24,2.1,0.51,10.1,338.0,6.7,14.2,3,Go,0
2024-02-02 12:00:00,MED-W,0.6,1.08,1.9,0.45,9.8,237.0,16.3,13.0,3,Go,0
2024-02-02 18:00:00,MED-W,0.71,1.27,2.1,0.44,10.7,175.0,15.2,13.7,3,Go,0
2024-02-03 00:00:00,MED-W,0.87,1.56,2.3,0.62,11.0,262.0,10.0,13.7,3,Go,0
2024-02-03 06:00:00,MED-W,0.88,1.58,2.3,0.68,11.0,244.0,4.2,14.7,3,Go,0
2024-02-03 12:00:00,MED-W,0.95,1.72,2.4,0.56,11.2,5.0,2.0,13.8,3,Go,0
2024-02-03 18:00:00,MED-W,1.0,1.8,2.5,0.78,10.0,347.0,14.0,13.5,3,Go,0
2024-02-04 00:00:00,MED-W,1.78,3.21,3.3,1.22,18.8,309.0,5.3,14.2,5,Go,500
2024-02-04 06:00:00,MED-W,2.13,3.83,3.6,1.64,18.4,302.0,7.0,13.2,5,Marginal,1000
2024-02-04 12:00:00,MED-W,1.9,3.42,3.4,1.17,18.5,48.0,19.5,13.7,5,Go,500
2024-02-04 18:00:00,MED-W,1.63,2.93,3.2,1.13,17.4,247.0,19.4,13.8,5,Go,500
2024-02-05 00:00:00,MED-W,2.33,4.2,3.8,1.51,17.7,205.0,5.5,13.0,5,Marginal,1000
2024-02-05 06:00:00,MED-W,2.92,5.26,4.3,2.25,21.8,343.0,15.4,14.6,6,Marginal,2000
2024-02-05 12:00:00,MED-W,3.24,5.83,4.5,2.39,26.4,318.0,13.1,14.2,6,No-Go,99999
2024-02-05 18:00:00,MED-W,2.84,5.1,4.2,1.77,25.6,173.0,1.9,13.3,6,Marginal,2000
2024-02-06 00:00:00,MED-W,2.08,3.75,3.6,1.63,20.2,65.0,8.3,12.6,5,Marginal,1000
2024-02-06 06:00:00,MED-W,2.1,3.78,3.6,1.27,17.9,352.0,4.4,13.9,5,Marginal,1000
2024-02-06 12:00:00,MED-W,2.16,3.89,3.7,1.58,18.3,299.0,11.0,13.4,5,Marginal,1000
2024-02-06 18:00:00,MED-W,1.91,3.45,3.5,1.45,21.1,238.0,14.3,13.8,5,Go,500
2024-02-07 00:00:00,MED-W,1.74,3.14,3.3,0.97,19.7,267.0,15.2,13.7,5,Go,500
2024-02-07 06:00:00,MED-W,1.87,3.36,3.4,1.41,20.0,87.0,4.2,14.2,5,Go,500
2024-02-07 12:00:00,MED-W,1.18,2.12,2.7,0.74,15.3,283.0,14.5,14.2,4,Go,0
2024-02-07 18:00:00,MED-W,0.69,1.24,2.1,0.4,10.0,301.0,5.5,13.5,3,Go,0
2024-02-08 00:00:00,MED-W,0.77,1.38,2.2,0.43,9.3,186.0,11.9,13.6,3,Go,0
2024-02-08 06:00:00,MED-W,0.6,1.08,1.9,0.47,10.8,278.0,5.2,12.4,3,Go,0
2024-02-08 12:00:00,MED-W,1.12,2.02,2.6,0.78,13.8,252.0,4.7,14.0,4,Go,0
2024-02-08 18:00:00,MED-W,1.39,2.5,2.9,0.87,13.0,321.0,12.0,14.1,4,Go,0
2024-02-09 00:00:00,MED-W,2.16,3.9,3.7,1.26,18.1,298.0,12.8,13.0,5,Marginal,1000
2024-02-09 06:00:00,MED-W,2.19,3.94,3.7,1.62,17.8,338.0,0.6,13.1,5,Marginal,1000
2024-02-09 12:00:00,MED-W,2.84,5.12,4.2,1.87,22.3,164.0,19.5,13.3,6,Marginal,2000
2024-02-09 18:00:00,MED-W,3.15,5.66,4.4,2.43,26.3,266.0,4.9,13.7,6,No-Go,99999
2024-02-10 00:00:00,MED-W,2.56,4.6,4.0,1.57,21.2,280.0,16.6,14.4,6,Marginal,2000
2024-02-10 06:00:00,MED-W,1.7,3.06,3.3,1.01,16.9,211.0,1.6,14.4,5,Go,500
2024-02-10 12:00:00,MED-W,1.44,2.59,3.0,1.09,13.7,159.0,5.9,13.5,4,Go,0
2024-02-10 18:00:00,MED-W,1.77,3.18,3.3,1.05,19.4,278.0,2.2,13.3,5,Go,500
2024-02-11 00:00:00,MED-W,2.17,3.91,3.7,1.39,19.7,336.0,4.7,13.5,5,Marginal,1000
2024-02-11 06:00:00,MED-W,1.85,3.32,3.4,1.15,20.3,5.0,13.4,14.1,5,Go,500
2024-02-11 12:00:00,MED-W,2.24,4.03,3.7,1.56,17.4,260.0,10.6,14.3,5,Marginal,1000
2024-02-11 18:00:00,MED-W,2.52,4.53,4.0,1.39,21.6,311.0,8.6,13.3,6,Marginal,2000
2024-02-12 00:00:00,MED-W,2.03,3.65,3.6,1.62,19.5,218.0,10.7,13.5,5,Marginal,1000
2024-02-12 06:00:00,MED-W,2.39,4.31,3.9,1.79,21.2,4.0,11.8,13.8,5,Marginal,1000
2024-02-12 12:00:00,MED-W,2.57,4.62,4.0,1.79,23.1,288.0,2.1,13.4,6,Marginal,2000
2024-02-12 18:00:00,MED-W,2.35,4.24,3.8,1.68,18.9,56.0,19.9,14.1,5,Marginal,1000
2024-02-13 00:00:00,MED-W,3.27,5.88,4.5,1.98,23.8,65.0,3.9,14.5,6,No-Go,99999
2024-02-13 06:00:00,MED-W,2.92,5.26,4.3,1.65,24.3,299.0,11.4,13.3,6,Marginal,2000
2024-02-13 12:00:00,MED-W,2.6,4.68,4.0,1.55,22.6,242.0,7.3,13.8,6,Marginal,2000
2024-02-13 18:00:00,MED-W,2.88,5.19,4.2,1.99,25.1,251.0,14.0,13.6,6,Marginal,2000
2024-02-14 00:00:00,MED-W,3.66,6.59,4.8,2.74,30.7,329.0,18.1,14.2,7,No-Go,99999
2024-02-14 06:00:00,MED-W,2.97,5.35,4.3,2.23,23.8,59.0,15.6,13.3,6,Marginal,2000
2024-02-14 12:00:00,MED-W,2.92,5.26,4.3,2.08,22.9,152.0,11.8,14.5,6,Marginal,2000
2024-02-14 18:00:00,MED-W,2.2,3.95,3.7,1.23,21.2,298.0,6.7,13.9,5,Marginal,1000
2024-02-15 00:00:00,MED-W,2.26,4.06,3.8,1.26,20.9,323.0,17.0,13.4,5,Marginal,1000
2024-02-15 06:00:00,MED-W,2.07,3.73,3.6,1.59,19.8,247.0,2.7,14.2,5,Marginal,1000
2024-02-15 12:00:00,MED-W,2.3,4.14,3.8,1.46,20.8,191.0,9.5,13.2,5,Marginal,1000
2024-02-15 18:00:00,MED-W,1.91,3.44,3.5,1.35,20.0,242.0,16.0,13.6,5,Go,500
2024-02-16 00:00:00,MED-W,1.38,2.48,2.9,1.05,14.7,36.0,9.0,13.6,4,Go,0
2024-02-16 06:00:00,MED-W,0.81,1.46,2.3,0.63,10.8,55.0,4.2,13.8,3,Go,0
2024-02-16 12:00:00,MED-W,1.43,2.57,3.0,0.79,14.1,200.0,18.1,13.6,4,Go,0
2024-02-16 18:00:00,MED-W,1.52,2.74,3.1,0.91,18.1,267.0,12.7,14.0,5,Go,500
2024-02-17 00:00:00,MED-W,1.46,2.63,3.0,1.07,15.1,346.0,17.5,13.0,4,Go,0
2024-02-17 06:00:00,MED-W,2.26,4.07,3.8,1.41,18.5,239.0,10.4,13.3,5,Marginal,1000
2024-02-17 12:00:00,MED-W,2.73,4.91,4.1,2.01,26.8,238.0,4.5,13.6,6,Marginal,2000
2024-02-17 18:00:00,MED-W,3.06,5.52,4.4,1.82,26.8,276.0,18.8,14.4,6,No-Go,99999
2024-02-18 00:00:00,MED-W,3.36,6.05,4.6,2.34,26.1,291.0,11.7,14.3,6,No-Go,99999
2024-02-18 06:00:00,MED-W,3.35,6.04,4.6,2.29,23.2,278.0,10.4,13.2,6,No-Go,99999
2024-02-18 12:00:00,MED-W,3.34,6.02,4.6,2.05,25.8,186.0,19.6,13.2,6,No-Go,99999
2024-02-18 18:00:00,MED-W,3.33,5.99,4.6,2.52,22.5,297.0,2.8,13.6,6,No-Go,99999
2024-02-19 00:00:00,MED-W,3.2,5.76,4.5,2.36,22.4,0.0,14.4,14.2,6,No-Go,99999
2024-02-19 06:00:00,MED-W,3.45,6.21,4.6,2.28,25.1,348.0,13.6,13.9,6,No-Go,99999
2024-02-19 12:00:00,MED-W,3.89,7.01,4.9,2.38,28.3,250.0,12.1,13.8,7,No-Go,99999
2024-02-19 18:00:00,MED-W,3.24,5.83,4.5,2.09,25.8,34.0,11.6,13.5,6,No-Go,99999
2024-02-20 00:00:00,MED-W,3.02,5.44,4.3,1.91,22.0,313.0,11.3,14.1,6,No-Go,99999
2024-02-20 06:00:00,MED-W,2.73,4.91,4.1,1.77,22.8,295.0,11.3,13.6,6,Marginal,2000
2024-02-20 12:00:00,MED-W,3.26,5.87,4.5,2.1,23.3,328.0,8.5,13.6,6,No-Go,99999
2024-02-20 18:00:00,MED-W,3.07,5.53,4.4,2.37,21.8,34.0,9.8,13.9,6,No-Go,99999
2024-02-21 00:00:00,MED-W,2.46,4.43,3.9,1.67,20.9,360.0,12.9,14.2,5,Marginal,1000
2024-02-21 06:00:00,MED-W,2.16,3.89,3.7,1.59,20.3,346.0,13.6,13.3,5,Marginal,1000
2024-02-21 12:00:00,MED-W,1.47,2.64,3.0,0.93,12.4,268.0,6.6,14.0,4,Go,0
2024-02-21 18:00:00,MED-W,1.02,1.83,2.5,0.58,13.2,261.0,1.8,14.7,4,Go,0
2024-02-22 00:00:00,MED-W,0.66,1.19,2.0,0.37,9.9,349.0,8.9,13.6,3,Go,0
2024-02-22 06:00:00,MED-W,0.95,1.7,2.4,0.63,9.2,330.0,13.0,13.8,3,Go,0
2024-02-22 12:00:00,MED-W,0.95,1.71,2.4,0.62,11.1,240.0,13.3,13.6,3,Go,0
2024-02-22 18:00:00,MED-W,1.81,3.25,3.4,1.07,19.9,241.0,18.6,14.4,5,Go,500
2024-02-23 00:00:00,MED-W,1.43,2.57,3.0,0.87,13.2,321.0,18.2,13.5,4,Go,0
2024-02-23 06:00:00,MED-W,1.55,2.79,3.1,1.15,21.3,8.0,8.2,13.9,5,Go,500
2024-02-23 12:00:00,MED-W,0.96,1.74,2.5,0.72,10.6,273.0,17.5,13.1,3,Go,0
2024-02-23 18:00:00,MED-W,0.6,1.08,1.9,0.34,9.0,315.0,8.1,13.3,3,Go,0
2024-02-24 00:00:00,MED-W,0.79,1.43,2.2,0.48,9.9,215.0,15.5,12.8,3,Go,0
2024-02-24 06:00:00,MED-W,1.07,1.93,2.6,0.8,14.2,244.0,14.3,13.7,4,Go,0
2024-02-24 12:00:00,MED-W,1.35,2.44,2.9,0.98,13.7,292.0,7.1,14.4,4,Go,0
2024-02-24 18:00:00,MED-W,1.06,1.91,2.6,0.81,14.9,185.0,16.7,14.1,4,Go,0
2024-02-25 00:00:00,MED-W,1.82,3.27,3.4,1.26,18.9,293.0,7.9,13.7,5,Go,500
2024-02-25 06:00:00,MED-W,3.02,5.44,4.3,1.91,23.7,225.0,1.9,13.0,6,No-Go,99999
2024-02-25 12:00:00,MED-W,2.95,5.31,4.3,2.13,26.4,190.0,10.3,14.3,6,Marginal,2000
2024-02-25 18:00:00,MED-W,3.15,5.67,4.4,2.31,25.9,290.0,16.6,14.8,6,No-Go,99999
2024-02-26 00:00:00,MED-W,3.2,5.75,4.5,2.05,26.2,314.0,18.8,13.3,6,No-Go,99999
2024-02-26 06:00:00,MED-W,2.68,4.83,4.1,2.02,24.0,313.0,7.1,13.2,6,Marginal,2000
2024-02-26 12:00:00,MED-W,2.79,5.03,4.2,1.57,22.2,265.0,9.4,13.7,6,Marginal,2000
2024-02-26 18:00:00,MED-W,2.88,5.18,4.2,2.23,23.4,183.0,11.9,14.2,6,Marginal,2000
2024-02-27 00:00:00,MED-W,2.49,4.47,3.9,1.55,19.7,324.0,14.9,14.2,5,Marginal,1000
2024-02-27 06:00:00,MED-W,2.68,4.83,4.1,1.85,24.0,277.0,6.9,13.7,6,Marginal,2000
2024-02-27 12:00:00,MED-W,2.37,4.27,3.9,1.46,19.7,27.0,7.5,14.1,5,Marginal,1000
2024-02-27 18:00:00,MED-W,2.67,4.81,4.1,1.59,23.9,255.0,1.8,14.8,6,Marginal,2000
2024-02-28 00:00:00,MED-W,1.86,3.35,3.4,1.33,18.0,29.0,10.7,13.7,5,Go,500
2024-02-28 06:00:00,MED-W,1.17,2.11,2.7,0.65,13.1,178.0,10.8,13.0,4,Go,0
2024-02-28 12:00:00,MED-W,1.59,2.86,3.2,1.24,19.3,308.0,5.5,14.2,5,Go,500
2024-02-28 18:00:00,MED-W,2.16,3.89,3.7,1.71,17.8,254.0,3.4,13.3,5,Marginal,1000
2024-02-29 00:00:00,MED-W,2.49,4.47,3.9,1.82,17.6,213.0,2.5,13.7,5,Marginal,1000
2024-02-29 06:00:00,MED-W,1.81,3.25,3.4,1.06,18.0,266.0,2.5,13.6,5,Go,500
2024-02-29 12:00:00,MED-W,2.51,4.53,4.0,1.79,24.2,235.0,10.5,13.6,6,Marginal,2000
2024-02-29 18:00:00,MED-W,3.29,5.92,4.5,1.92,22.1,247.0,5.5,14.1,6,No-Go,99999
2024-03-01 00:00:00,MED-W,3.3,5.95,4.5,1.85,26.0,305.0,3.0,15.5,6,No-Go,99999
2024-03-01 06:00:00,MED-W,2.65,4.77,4.1,2.06,21.2,271.0,19.0,16.3,6,Marginal,2000
2024-03-01 12:00:00,MED-W,2.56,4.61,4.0,1.45,26.0,241.0,8.2,15.9,6,Marginal,2000
2024-03-01 18:00:00,MED-W,2.43,4.38,3.9,1.72,19.6,268.0,3.1,15.3,5,Marginal,1000
2024-03-02 00:00:00,MED-W,3.4,6.12,4.6,2.42,26.4,244.0,8.0,16.5,6,No-Go,99999
2024-03-02 06:00:00,MED-W,3.11,5.6,4.4,1.71,26.6,325.0,6.9,17.2,6,No-Go,99999
2024-03-02 12:00:00,MED-W,2.85,5.13,4.2,2.17,26.5,10.0,15.2,16.1,6,Marginal,2000
2024-03-02 18:00:00,MED-W,3.09,5.57,4.4,2.33,21.6,193.0,14.9,15.9,6,No-Go,99999
2024-03-03 00:00:00,MED-W,3.18,5.72,4.5,1.95,25.5,214.0,12.2,15.3,6,No-Go,99999
2024-03-03 06:00:00,MED-W,2.79,5.03,4.2,1.8,26.7,223.0,11.0,15.3,6,Marginal,2000
2024-03-03 12:00:00,MED-W,3.41,6.13,4.6,2.0,25.4,275.0,19.4,16.2,6,No-Go,99999
2024-03-03 18:00:00,MED-W,3.95,7.12,5.0,3.1,29.9,253.0,11.6,15.8,7,No-Go,99999
2024-03-04 00:00:00,MED-W,3.6,6.48,4.7,2.79,26.9,203.0,18.3,15.9,7,No-Go,99999
2024-03-04 06:00:00,MED-W,3.24,5.84,4.5,2.36,21.8,12.0,12.7,17.0,6,No-Go,99999
2024-03-04 12:00:00,MED-W,3.55,6.39,4.7,2.23,33.1,224.0,7.7,15.6,7,No-Go,99999
2024-03-04 18:00:00,MED-W,4.38,7.89,5.2,3.22,31.8,280.0,10.6,15.6,7,No-Go,99999
2024-03-05 00:00:00,MED-W,4.54,8.16,5.3,2.89,30.9,206.0,17.8,16.4,7,No-Go,99999
2024-03-05 06:00:00,MED-W,3.89,7.01,4.9,2.38,29.8,3.0,4.9,16.0,7,No-Go,99999
2024-03-05 12:00:00,MED-W,3.95,7.1,5.0,2.36,28.1,258.0,13.0,16.2,7,No-Go,99999
2024-03-05 18:00:00,MED-W,4.34,7.82,5.2,2.49,27.0,269.0,3.0,16.0,7,No-Go,99999
2024-03-06 00:00:00,MED-W,4.35,7.83,5.2,3.02,31.7,235.0,1.5,16.5,7,No-Go,99999
2024-03-06 06:00:00,MED-W,3.31,5.97,4.6,2.08,23.8,14.0,8.0,16.2,6,No-Go,99999
2024-03-06 12:00:00,MED-W,2.57,4.63,4.0,1.63,25.5,334.0,15.2,16.6,6,Marginal,2000
2024-03-06 18:00:00,MED-W,3.17,5.71,4.5,1.83,25.3,320.0,7.4,16.0,6,No-Go,99999
2024-03-07 00:00:00,MED-W,3.21,5.78,4.5,2.17,24.2,255.0,1.7,16.7,6,No-Go,99999
2024-03-07 06:00:00,MED-W,3.36,6.05,4.6,2.04,21.5,133.0,13.4,16.1,6,No-Go,99999
2024-03-07 12:00:00,MED-W,2.99,5.39,4.3,1.99,26.2,156.0,18.0,16.4,6,Marginal,2000
2024-03-07 18:00:00,MED-W,3.11,5.6,4.4,1.97,21.5,118.0,3.4,16.7,6,No-Go,99999
2024-03-08 00:00:00,MED-W,2.67,4.81,4.1,1.74,25.7,284.0,19.5,17.1,6,Marginal,2000
2024-03-08 06:00:00,MED-W,2.98,5.37,4.3,2.23,25.4,260.0,17.2,16.3,6,Marginal,2000
2024-03-08 12:00:00,MED-W,3.52,6.33,4.7,2.0,28.1,291.0,11.6,15.9,7,No-Go,99999
2024-03-08 18:00:00,MED-W,3.95,7.1,5.0,2.37,29.6,30.0,5.4,16.4,7,No-Go,99999
2024-03-09 00:00:00,MED-W,3.05,5.48,4.4,1.75,26.7,263.0,12.2,15.0,6,No-Go,99999
2024-03-09 06:00:00,MED-W,2.49,4.48,3.9,1.38,19.2,333.0,5.3,16.2,5,Marginal,1000
2024-03-09 12:00:00,MED-W,1.94,3.5,3.5,1.45,20.9,248.0,0.9,16.1,5,Go,500
2024-03-09 18:00:00,MED-W,3.03,5.46,4.4,1.74,21.9,348.0,19.9,16.4,6,No-Go,99999
2024-03-10 00:00:00,MED-W,2.38,4.28,3.9,1.42,18.3,341.0,5.1,16.4,5,Marginal,1000
2024-03-10 06:00:00,MED-W,1.95,3.51,3.5,1.23,18.9,322.0,18.0,15.6,5,Go,500
2024-03-10 12:00:00,MED-W,1.53,2.76,3.1,1.02,21.0,179.0,14.0,15.3,5,Go,500
2024-03-10 18:00:00,MED-W,2.2,3.96,3.7,1.51,17.4,339.0,12.6,16.2,5,Marginal,1000
2024-03-11 00:00:00,MED-W,2.5,4.5,4.0,1.52,23.1,214.0,12.6,15.6,6,Marginal,2000
2024-03-11 06:00:00,MED-W,2.78,5.01,4.2,1.95,26.2,177.0,8.2,15.4,6,Marginal,2000
2024-03-11 12:00:00,MED-W,3.17,5.71,4.5,1.99,26.2,287.0,16.5,15.8,6,No-Go,99999
2024-03-11 18:00:00,MED-W,2.7,4.87,4.1,1.56,25.8,275.0,9.3,15.6,6,Marginal,2000
2024-03-12 00:00:00,MED-W,2.48,4.47,3.9,1.47,21.1,182.0,12.6,16.3,5,Marginal,1000
2024-03-12 06:00:00,MED-W,1.78,3.21,3.3,1.32,20.1,355.0,1.0,15.8,5,Go,500
2024-03-12 12:00:00,MED-W,2.15,3.87,3.7,1.44,18.5,234.0,15.1,17.2,5,Marginal,1000
2024-03-12 18:00:00,MED-W,1.98,3.57,3.5,1.58,18.6,276.0,4.4,16.1,5,Go,500
2024-03-13 00:00:00,MED-W,1.92,3.46,3.5,1.23,20.1,219.0,8.7,15.2,5,Go,500
2024-03-13 06:00:00,MED-W,2.6,4.68,4.0,1.94,23.9,200.0,14.2,15.5,6,Marginal,2000
2024-03-13 12:00:00,MED-W,2.7,4.85,4.1,1.85,22.4,228.0,14.5,15.1,6,Marginal,2000
2024-03-13 18:00:00,MED-W,2.47,4.45,3.9,1.59,17.4,183.0,8.3,15.6,5,Marginal,1000
2024-03-14 00:00:00,MED-W,2.71,4.89,4.1,1.63,25.8,191.0,6.7,16.0,6,Marginal,2000
2024-03-14 06:00:00,MED-W,2.71,4.89,4.1,1.79,26.0,324.0,8.0,16.6,6,Marginal,2000
2024-03-14 12:00:00,MED-W,2.68,4.82,4.1,1.53,23.1,237.0,10.9,16.3,6,Marginal,2000
2024-03-14 18:00:00,MED-W,2.79,5.02,4.2,1.72,22.0,250.0,0.7,16.0,6,Marginal,2000
2024-03-15 00:00:00,MED-W,3.17,5.7,4.5,2.06,26.7,207.0,0.8,15.6,6,No-Go,99999
2024-03-15 06:00:00,MED-W,3.08,5.54,4.4,1.95,22.1,194.0,8.6,16.5,6,No-Go,99999
2024-03-15 12:00:00,MED-W,2.56,4.6,4.0,2.01,23.0,258.0,10.3,15.5,6,Marginal,2000
2024-03-15 18:00:00,MED-W,2.4,4.31,3.9,1.64,19.6,27.0,19.7,15.3,5,Marginal,1000
2024-03-16 00:00:00,MED-W,2.66,4.79,4.1,1.99,23.7,283.0,10.4,16.4,6,Marginal,2000
2024-03-16 06:00:00,MED-W,2.15,3.86,3.7,1.2,18.1,282.0,3.8,16.7,5,Marginal,1000
2024-03-16 12:00:00,MED-W,2.71,4.87,4.1,1.72,22.8,231.0,2.6,17.3,6,Marginal,2000
2024-03-16 18:00:00,MED-W,2.65,4.77,4.1,1.95,22.4,275.0,17.2,16.0,6,Marginal,2000
2024-03-17 00:00:00,MED-W,3.53,6.35,4.7,2.45,31.8,1.0,12.3,16.5,7,No-Go,99999
2024-03-17 06:00:00,MED-W,2.54,4.58,4.0,1.56,21.6,305.0,16.3,15.8,6,Marginal,2000
2024-03-17 12:00:00,MED-W,2.41,4.34,3.9,1.42,20.5,312.0,19.8,16.4,5,Marginal,1000
2024-03-17 18:00:00,MED-W,2.36,4.26,3.8,1.74,17.4,223.0,4.2,15.6,5,Marginal,1000
2024-03-18 00:00:00,MED-W,2.86,5.14,4.2,1.96,24.3,222.0,19.9,16.9,6,Marginal,2000
2024-03-18 06:00:00,MED-W,2.66,4.79,4.1,1.73,25.8,296.0,4.2,16.0,6,Marginal,2000
2024-03-18 12:00:00,MED-W,2.98,5.36,4.3,1.8,22.8,277.0,16.9,16.3,6,Marginal,2000
2024-03-18 18:00:00,MED-W,2.4,4.31,3.9,1.63,20.1,306.0,5.7,15.5,5,Marginal,1000
2024-03-19 00:00:00,MED-W,2.77,4.99,4.2,1.52,22.3,341.0,18.7,15.3,6,Marginal,2000
2024-03-19 06:00:00,MED-W,2.33,4.19,3.8,1.68,21.1,258.0,12.5,15.5,5,Marginal,1000
2024-03-19 12:00:00,MED-W,2.0,3.61,3.5,1.24,19.2,295.0,2.7,17.4,5,Marginal,1000
2024-03-19 18:00:00,MED-W,1.04,1.87,2.5,0.69,13.4,283.0,18.6,15.8,4,Go,0
2024-03-20 00:00:00,MED-W,0.82,1.47,2.3,0.62,11.1,196.0,8.0,16.3,3,Go,0
2024-03-20 06:00:00,MED-W,0.92,1.66,2.4,0.56,10.2,291.0,14.6,15.3,3,Go,0
2024-03-20 12:00:00,MED-W,1.0,1.8,2.5,0.61,10.8,69.0,16.9,15.8,3,Go,0
2024-03-20 18:00:00,MED-W,1.49,2.69,3.1,1.02,13.6,284.0,18.0,15.7,4,Go,0
2024-03-21 00:00:00,MED-W,1.56,2.81,3.1,1.1,20.6,298.0,6.2,16.5,5,Go,500
2024-03-21 06:00:00,MED-W,1.27,2.29,2.8,0.75,12.9,168.0,10.1,16.4,4,Go,0
