demand_id,date,port_code,port_name,port_country,port_latitude,port_longitude,vessel_calls_total,vessel_calls_by_type_container,vessel_calls_by_type_tanker,vessel_calls_by_type_bulk,vessel_calls_by_type_cruise,vessel_calls_by_type_other,waste_volume_collected_m3,waste_bilge_m3,waste_sludge_m3,waste_slops_m3,waste_other_m3,avg_vessel_size_gt,hec_market_share_pct,competitor_presence,port_reception_facility_capacity_m3,current_storage_fill_pct,days_until_full
DEM-MLT-20220709,2022-07-09,MLT,Malta,MT,35.8989,14.5146,48.1,14.1,17.1,9.1,6.0,1.8,1018.0,288.5,311.1,389.7,28.7,62312,77.6,True,10000,53.7,6.0
DEM-MLT-20220710,2022-07-10,MLT,Malta,MT,35.8989,14.5146,43.7,13.9,13.6,9.0,5.1,2.1,903.2,275.2,276.6,326.8,24.6,53840,77.6,True,10000,61.5,4.9
DEM-MLT-20220711,2022-07-11,MLT,Malta,MT,35.8989,14.5146,57.5,20.0,18.3,11.4,4.1,3.6,905.1,284.3,245.3,346.9,28.6,56630,77.6,True,10000,72.4,2.5
DEM-MLT-20220712,2022-07-12,MLT,Malta,MT,35.8989,14.5146,61.0,18.0,17.1,11.7,6.9,7.3,970.3,369.7,273.3,291.8,35.6,56148,77.6,True,10000,15.8,7.1
DEM-MLT-20220713,2022-07-13,MLT,Malta,MT,35.8989,14.5146,56.6,18.0,17.4,9.7,4.6,6.9,932.9,283.4,318.0,300.7,30.8,49979,77.6,True,10000,25.9,7.3
DEM-MLT-20220714,2022-07-14,MLT,Malta,MT,35.8989,14.5146,56.0,19.3,17.5,9.5,5.4,4.4,886.6,230.9,282.2,340.6,33.0,60005,77.6,True,10000,33.6,8.7
DEM-MLT-20220715,2022-07-15,MLT,Malta,MT,35.8989,14.5146,57.9,18.3,17.9,12.6,3.5,5.5,1038.0,316.9,278.7,421.3,21.2,52547,77.6,True,10000,43.9,5.5
DEM-MLT-20220716,2022-07-16,MLT,Malta,MT,35.8989,14.5146,48.0,15.5,12.6,7.5,5.9,6.5,814.9,215.4,268.9,289.3,41.3,50146,77.6,True,10000,52.4,5.5
DEM-MLT-20220717,2022-07-17,MLT,Malta,MT,35.8989,14.5146,41.6,12.4,11.5,8.6,4.2,4.9,619.0,173.9,183.3,235.7,26.1,51283,77.6,True,10000,59.9,5.4
DEM-MLT-20220718,2022-07-18,MLT,Malta,MT,35.8989,14.5146,58.6,19.8,15.7,11.4,5.9,5.9,947.2,335.7,273.7,297.7,40.1,51188,77.6,True,10000,71.9,2.3
DEM-MLT-20220719,2022-07-19,MLT,Malta,MT,35.8989,14.5146,55.4,16.9,15.7,10.6,5.1,7.0,1000.6,319.7,293.1,351.3,36.6,48841,77.6,True,10000,84.8,1.2
DEM-MLT-20220720,2022-07-20,MLT,Malta,MT,35.8989,14.5146,61.4,19.4,19.7,11.1,6.8,4.5,1054.0,275.9,382.5,350.6,44.9,60050,77.6,True,10000,22.6,6.2
DEM-MLT-20220721,2022-07-21,MLT,Malta,MT,35.8989,14.5146,56.2,17.4,16.2,10.9,5.4,6.4,964.3,266.1,264.3,398.2,35.7,54486,77.6,True,10000,34.9,5.3
DEM-MLT-20220722,2022-07-22,MLT,Malta,MT,35.8989,14.5146,55.5,17.3,18.9,9.0,5.7,4.6,1057.1,266.5,354.5,400.5,35.6,59186,77.6,True,10000,43.7,6.4
DEM-MLT-20220723,2022-07-23,MLT,Malta,MT,35.8989,14.5146,48.7,16.2,16.1,10.5,3.8,2.1,900.7,210.3,285.7,387.1,17.6,53153,77.6,True,10000,51.0,6.7
DEM-MLT-20220724,2022-07-24,MLT,Malta,MT,35.8989,14.5146,43.8,15.5,13.0,7.6,3.6,4.1,710.1,242.1,181.0,268.9,18.2,55277,77.6,True,10000,60.0,4.4
DEM-MLT-20220725,2022-07-25,MLT,Malta,MT,35.8989,14.5146,54.6,14.2,16.1,10.3,4.1,9.9,895.9,298.9,290.5,281.1,25.5,51765,77.6,True,10000,69.9,3.1
DEM-MLT-20220726,2022-07-26,MLT,Malta,MT,35.8989,14.5146,58.8,17.2,20.5,11.6,4.6,5.0,970.5,281.8,269.2,393.7,25.7,54230,77.6,True,10000,81.6,1.6
DEM-MLT-20220727,2022-07-27,MLT,Malta,MT,35.8989,14.5146,57.3,16.1,16.0,12.0,5.6,7.6,841.8,251.5,266.9,282.3,41.1,48895,77.6,True,10000,29.4,6.8
DEM-MLT-20220728,2022-07-28,MLT,Malta,MT,35.8989,14.5146,58.8,20.5,16.2,10.0,4.5,7.5,915.2,254.7,330.4,299.0,31.1,57160,77.6,True,10000,40.3,5.5
DEM-MLT-20220729,2022-07-29,MLT,Malta,MT,35.8989,14.5146,57.8,18.0,15.9,11.6,5.2,7.2,1071.5,327.8,313.5,393.9,36.4,56274,77.6,True,10000,50.9,4.6
DEM-MLT-20220730,2022-07-30,MLT,Malta,MT,35.8989,14.5146,49.4,14.9,12.9,9.8,5.3,6.6,879.1,231.0,290.1,320.8,37.3,56787,77.6,True,10000,61.4,3.6
DEM-MLT-20220731,2022-07-31,MLT,Malta,MT,35.8989,14.5146,46.2,16.9,11.4,7.5,4.9,5.5,719.5,263.1,187.4,240.2,28.9,53002,77.6,True,10000,67.9,5.0
DEM-MLT-20220801,2022-08-01,MLT,Malta,MT,35.8989,14.5146,53.6,14.3,16.8,10.9,4.9,6.7,991.2,304.3,310.9,338.9,37.1,48416,82.1,True,10000,79.8,1.7
DEM-MLT-20220802,2022-08-02,MLT,Malta,MT,35.8989,14.5146,52.7,16.8,14.7,7.6,5.7,7.8,834.8,250.9,239.8,311.2,33.0,50588,82.1,True,10000,17.6,9.0
DEM-MLT-20220803,2022-08-03,MLT,Malta,MT,35.8989,14.5146,51.7,17.3,13.2,9.0,3.8,8.4,810.7,265.2,261.7,256.9,27.0,49578,82.1,True,10000,23.4,13.4
DEM-MLT-20220804,2022-08-04,MLT,Malta,MT,35.8989,14.5146,55.4,18.0,18.9,10.5,5.1,3.0,1018.6,289.4,359.0,343.2,27.0,54002,82.1,True,10000,32.9,7.1
DEM-MLT-20220805,2022-08-05,MLT,Malta,MT,35.8989,14.5146,53.3,16.0,17.4,10.8,5.2,3.9,1067.3,305.1,346.0,386.7,29.5,52988,82.1,True,10000,46.0,4.1
DEM-MLT-20220806,2022-08-06,MLT,Malta,MT,35.8989,14.5146,47.2,12.6,13.4,9.0,5.6,6.6,865.1,276.4,259.7,289.5,39.5,54948,82.1,True,10000,53.4,6.4
DEM-MLT-20220807,2022-08-07,MLT,Malta,MT,35.8989,14.5146,40.3,13.4,12.6,5.7,4.1,4.4,722.1,208.0,188.7,304.5,21.0,57134,82.1,True,10000,61.3,4.9
DEM-MLT-20220808,2022-08-08,MLT,Malta,MT,35.8989,14.5146,50.8,13.7,14.2,9.6,4.1,9.2,789.9,264.2,249.3,246.7,29.7,46048,82.1,True,10000,71.5,2.8
DEM-MLT-20220809,2022-08-09,MLT,Malta,MT,35.8989,14.5146,52.6,18.1,16.8,9.0,3.7,5.0,950.9,243.1,269.3,412.6,26.0,49662,82.1,True,10000,80.8,2.1
DEM-MLT-20220810,2022-08-10,MLT,Malta,MT,35.8989,14.5146,55.4,17.1,17.4,10.4,6.1,4.4,976.4,302.9,288.9,343.8,40.8,62051,82.1,True,10000,25.9,9.9
DEM-MLT-20220811,2022-08-11,MLT,Malta,MT,35.8989,14.5146,54.3,18.3,16.7,9.2,4.3,5.8,876.8,289.6,263.4,293.5,30.4,52427,82.1,True,10000,32.2,10.8
DEM-MLT-20220812,2022-08-12,MLT,Malta,MT,35.8989,14.5146,55.5,17.5,19.8,11.7,5.8,0.7,950.0,334.3,258.3,324.5,32.8,65121,82.1,True,10000,39.7,8.0
DEM-MLT-20220813,2022-08-13,MLT,Malta,MT,35.8989,14.5146,47.8,13.7,16.4,11.4,4.4,2.0,854.1,249.4,245.5,332.9,26.4,61097,82.1,True,10000,45.9,8.7
DEM-MLT-20220814,2022-08-14,MLT,Malta,MT,35.8989,14.5146,40.6,14.0,13.1,8.3,3.4,1.8,699.4,234.1,219.0,226.2,20.1,57546,82.1,True,10000,54.0,5.7
DEM-MLT-20220815,2022-08-15,MLT,Malta,MT,35.8989,14.5146,52.4,15.4,13.6,8.5,4.9,10.0,886.2,271.3,261.8,317.4,35.8,46005,82.1,True,10000,63.1,4.1
DEM-MLT-20220816,2022-08-16,MLT,Malta,MT,35.8989,14.5146,53.8,15.2,17.2,10.5,5.6,5.3,1019.7,253.2,341.8,397.2,27.4,52827,82.1,True,10000,26.3,6.0
DEM-MLT-20220817,2022-08-17,MLT,Malta,MT,35.8989,14.5146,53.1,14.6,15.8,8.9,5.2,8.5,812.9,262.4,238.7,284.0,27.8,47915,82.1,True,10000,34.6,7.9
DEM-MLT-20220818,2022-08-18,MLT,Malta,MT,35.8989,14.5146,55.6,17.5,14.5,12.9,4.6,6.1,897.2,289.1,310.4,262.6,35.0,58740,82.1,True,10000,42.2,7.6
DEM-MLT-20220819,2022-08-19,MLT,Malta,MT,35.8989,14.5146,51.8,13.9,18.7,11.5,5.2,2.6,950.1,257.1,320.1,342.1,30.8,57159,82.1,True,10000,52.1,4.8
DEM-MLT-20220820,2022-08-20,MLT,Malta,MT,35.8989,14.5146,46.2,16.0,14.7,7.3,5.0,3.2,806.4,228.8,279.7,270.2,27.7,58647,82.1,True,10000,60.7,4.6
DEM-MLT-20220821,2022-08-21,MLT,Malta,MT,35.8989,14.5146,37.2,9.6,9.3,6.5,5.2,6.7,663.3,222.6,224.7,187.5,28.5,59434,82.1,True,10000,68.1,4.3
DEM-MLT-20220822,2022-08-22,MLT,Malta,MT,35.8989,14.5146,52.0,14.1,13.1,9.9,5.7,9.1,837.1,301.3,239.0,255.1,41.7,47668,82.1,True,10000,15.7,8.9
DEM-MLT-20220823,2022-08-23,MLT,Malta,MT,35.8989,14.5146,51.7,15.5,18.2,7.2,4.5,6.3,822.2,234.6,236.7,319.6,31.2,52700,82.1,True,10000,25.3,7.8
DEM-MLT-20220824,2022-08-24,MLT,Malta,MT,35.8989,14.5146,53.0,17.2,13.5,9.1,4.8,8.5,886.8,295.0,226.9,326.8,38.1,47427,82.1,True,10000,34.9,6.8
DEM-MLT-20220825,2022-08-25,MLT,Malta,MT,35.8989,14.5146,54.2,13.8,17.9,10.8,4.8,6.8,965.7,240.2,254.2,438.5,32.8,52705,82.1,True,10000,46.0,4.8
DEM-MLT-20220826,2022-08-26,MLT,Malta,MT,35.8989,14.5146,53.5,17.4,18.4,8.9,5.0,3.9,945.9,297.7,265.3,356.6,26.3,57087,82.1,True,10000,58.1,3.5
DEM-MLT-20220827,2022-08-27,MLT,Malta,MT,35.8989,14.5146,45.5,11.7,14.3,9.4,5.8,4.3,735.2,217.8,242.9,247.9,26.6,62019,82.1,True,10000,66.9,3.8
DEM-MLT-20220828,2022-08-28,MLT,Malta,MT,35.8989,14.5146,41.2,10.9,13.2,7.1,3.7,6.3,680.3,217.8,177.3,259.9,25.3,47165,82.1,True,10000,72.1,5.3
DEM-MLT-20220829,2022-08-29,MLT,Malta,MT,35.8989,14.5146,53.4,15.7,16.2,8.3,4.6,8.6,816.8,227.4,238.8,323.9,26.6,46762,82.1,True,10000,81.6,1.9
DEM-MLT-20220830,2022-08-30,MLT,Malta,MT,35.8989,14.5146,53.3,16.0,16.9,8.0,4.7,7.7,812.5,226.8,259.0,294.9,31.7,55662,82.1,True,10000,15.3,9.7
DEM-MLT-20220831,2022-08-31,MLT,Malta,MT,35.8989,14.5146,51.8,16.4,15.3,10.3,4.3,5.5,798.3,201.8,286.7,279.3,30.5,53456,82.1,True,10000,25.0,7.7
DEM-MLT-20220901,2022-09-01,MLT,Malta,MT,35.8989,14.5146,46.3,15.6,14.9,6.5,4.1,5.2,733.8,235.0,195.7,280.1,23.0,57564,78.1,True,10000,31.7,10.2
DEM-MLT-20220902,2022-09-02,MLT,Malta,MT,35.8989,14.5146,45.8,15.8,14.7,9.0,3.6,2.8,793.7,240.4,248.8,285.0,19.5,59194,78.1,True,10000,41.3,6.1
DEM-MLT-20220903,2022-09-03,MLT,Malta,MT,35.8989,14.5146,41.1,11.5,13.8,7.9,3.6,4.2,740.9,197.5,209.0,308.4,26.0,56924,78.1,True,10000,48.9,6.7
DEM-MLT-20220904,2022-09-04,MLT,Malta,MT,35.8989,14.5146,30.7,10.5,10.2,5.8,2.3,1.9,524.3,161.6,144.9,206.1,11.7,60680,78.1,True,10000,16.2,15.3
DEM-MLT-20220905,2022-09-05,MLT,Malta,MT,35.8989,14.5146,46.4,13.5,14.7,7.2,5.5,5.6,789.7,208.0,207.4,336.2,38.1,55320,78.1,True,10000,26.0,7.6
DEM-MLT-20220906,2022-09-06,MLT,Malta,MT,35.8989,14.5146,48.5,16.5,13.5,8.3,5.1,5.1,777.5,226.7,250.5,268.0,32.3,54328,78.1,True,10000,34.1,8.1
DEM-MLT-20220907,2022-09-07,MLT,Malta,MT,35.8989,14.5146,44.6,13.9,17.0,7.5,4.0,2.2,872.9,239.7,291.4,316.1,25.6,59418,78.1,True,10000,41.0,8.6
DEM-MLT-20220908,2022-09-08,MLT,Malta,MT,35.8989,14.5146,42.6,13.1,13.8,7.4,3.3,5.0,796.5,212.6,255.5,303.1,25.3,53571,78.1,True,10000,48.9,6.4
DEM-MLT-20220909,2022-09-09,MLT,Malta,MT,35.8989,14.5146,45.7,15.1,11.6,8.7,4.4,5.7,724.4,221.1,265.2,214.9,23.2,52566,78.1,True,10000,54.3,8.4
DEM-MLT-20220910,2022-09-10,MLT,Malta,MT,35.8989,14.5146,38.3,10.2,11.0,6.2,3.5,7.3,651.4,199.8,193.5,231.9,26.1,48413,78.1,True,10000,59.4,8.1
DEM-MLT-20220911,2022-09-11,MLT,Malta,MT,35.8989,14.5146,35.3,11.5,11.8,5.6,3.1,3.3,639.0,202.2,184.2,235.2,17.4,56123,78.1,True,10000,64.6,6.7
DEM-MLT-20220912,2022-09-12,MLT,Malta,MT,35.8989,14.5146,45.6,13.4,13.5,7.6,3.6,7.4,695.2,182.9,237.1,248.9,26.3,50245,78.1,True,10000,72.2,3.7
DEM-MLT-20220913,2022-09-13,MLT,Malta,MT,35.8989,14.5146,48.4,12.8,17.2,8.9,5.0,4.4,818.3,230.7,235.5,319.5,32.6,52850,78.1,True,10000,79.3,2.9
DEM-MLT-20220914,2022-09-14,MLT,Malta,MT,35.8989,14.5146,46.0,13.6,12.6,9.1,4.3,6.4,790.8,230.8,230.4,307.1,22.5,56531,78.1,True,10000,27.4,9.7
DEM-MLT-20220915,2022-09-15,MLT,Malta,MT,35.8989,14.5146,50.2,16.1,12.2,9.8,5.7,6.5,766.3,221.2,242.4,263.5,39.2,53200,78.1,True,10000,37.2,6.4
DEM-MLT-20220916,2022-09-16,MLT,Malta,MT,35.8989,14.5146,43.7,11.4,12.8,9.5,3.8,6.2,712.3,235.8,187.3,260.6,28.6,53897,78.1,True,10000,42.9,9.9
DEM-MLT-20220917,2022-09-17,MLT,Malta,MT,35.8989,14.5146,41.5,15.6,10.4,6.8,4.3,4.4,595.4,192.0,184.9,195.0,23.5,54620,78.1,True,10000,48.0,10.3
DEM-MLT-20220918,2022-09-18,MLT,Malta,MT,35.8989,14.5146,35.9,13.0,8.4,7.3,3.2,4.1,553.9,211.6,165.8,158.3,18.3,50588,78.1,True,10000,53.0,9.4
DEM-MLT-20220919,2022-09-19,MLT,Malta,MT,35.8989,14.5146,47.0,13.0,13.4,7.6,4.8,8.2,834.7,277.0,276.8,242.6,38.2,50232,78.1,True,10000,59.0,6.8
DEM-MLT-20220920,2022-09-20,MLT,Malta,MT,35.8989,14.5146,46.9,12.7,13.1,8.5,5.8,6.8,812.1,222.6,238.8,319.0,31.7,59132,78.1,True,10000,67.1,4.1
DEM-MLT-20220921,2022-09-21,MLT,Malta,MT,35.8989,14.5146,44.2,11.9,13.6,7.8,5.6,5.4,823.8,237.5,223.6,333.7,29.0,52646,78.1,True,10000,74.7,3.3
DEM-MLT-20220922,2022-09-22,MLT,Malta,MT,35.8989,14.5146,44.1,14.8,13.1,9.0,2.6,4.6,656.0,192.8,223.6,222.8,16.8,51826,78.1,True,10000,22.2,11.9
DEM-MLT-20220923,2022-09-23,MLT,Malta,MT,35.8989,14.5146,47.7,16.1,15.4,9.4,4.1,2.6,744.8,205.1,227.7,289.5,22.5,54940,78.1,True,10000,30.4,8.5
DEM-MLT-20220924,2022-09-24,MLT,Malta,MT,35.8989,14.5146,38.3,12.0,10.4,7.6,4.0,4.4,617.8,188.7,221.0,179.4,28.6,50160,78.1,True,10000,35.5,12.9
DEM-MLT-20220925,2022-09-25,MLT,Malta,MT,35.8989,14.5146,34.1,11.4,8.6,6.7,3.3,4.1,589.8,180.5,191.3,201.4,16.5,57033,78.1,True,10000,40.3,12.3
DEM-MLT-20220926,2022-09-26,MLT,Malta,MT,35.8989,14.5146,45.3,15.3,13.8,10.0,3.0,3.1,719.3,230.3,197.7,275.7,15.7,56124,78.1,True,10000,46.0,9.6
DEM-MLT-20220927,2022-09-27,MLT,Malta,MT,35.8989,14.5146,43.8,12.5,14.2,7.6,3.3,6.2,729.5,194.8,258.1,249.4,27.1,46815,78.1,True,10000,17.1,13.7
DEM-MLT-20220928,2022-09-28,MLT,Malta,MT,35.8989,14.5146,46.2,17.6,11.0,6.7,4.6,6.3,664.4,210.6,180.0,240.4,33.4,54597,78.1,True,10000,25.1,9.3
DEM-MLT-20220929,2022-09-29,MLT,Malta,MT,35.8989,14.5146,45.4,13.5,10.7,8.6,5.3,7.3,718.2,236.3,220.4,222.7,38.8,49493,78.1,True,10000,33.3,8.1
DEM-MLT-20220930,2022-09-30,MLT,Malta,MT,35.8989,14.5146,46.0,14.9,13.2,9.6,4.6,3.8,745.3,213.5,233.6,270.9,27.2,57611,78.1,True,10000,42.7,6.2
DEM-MLT-20221001,2022-10-01,MLT,Malta,MT,35.8989,14.5146,31.5,10.7,9.1,6.5,1.0,4.2,481.6,115.5,161.9,194.5,9.7,47351,79.9,True,10000,48.1,9.6
DEM-MLT-20221002,2022-10-02,MLT,Malta,MT,35.8989,14.5146,27.3,7.9,8.5,4.6,1.3,5.0,467.0,136.0,161.8,157.7,11.6,46512,79.9,True,10000,51.5,14.0
DEM-MLT-20221003,2022-10-03,MLT,Malta,MT,35.8989,14.5146,33.0,10.8,11.1,6.9,1.8,2.4,544.1,139.6,168.0,223.6,12.9,51115,79.9,True,10000,56.8,8.3
DEM-MLT-20221004,2022-10-04,MLT,Malta,MT,35.8989,14.5146,35.3,11.3,10.8,5.9,2.2,5.1,653.4,190.7,199.7,249.2,13.7,50740,79.9,True,10000,61.4,8.3
DEM-MLT-20221005,2022-10-05,MLT,Malta,MT,35.8989,14.5146,35.3,11.7,13.4,6.6,1.5,2.2,578.1,145.4,181.3,243.4,8.0,56115,79.9,True,10000,68.0,4.9
DEM-MLT-20221006,2022-10-06,MLT,Malta,MT,35.8989,14.5146,34.4,10.5,10.1,7.1,2.4,4.4,635.3,184.3,210.0,223.0,18.0,52442,79.9,True,10000,74.8,3.7
DEM-MLT-20221007,2022-10-07,MLT,Malta,MT,35.8989,14.5146,32.1,12.6,10.7,5.9,1.7,1.2,560.9,170.1,171.6,208.2,11.0,57734,79.9,True,10000,81.3,2.9
DEM-MLT-20221008,2022-10-08,MLT,Malta,MT,35.8989,14.5146,31.1,9.3,10.4,5.2,1.6,4.6,549.3,137.7,144.7,254.7,12.2,49860,79.9,True,10000,24.6,12.2
DEM-MLT-20221009,2022-10-09,MLT,Malta,MT,35.8989,14.5146,26.0,9.0,8.8,6.1,1.1,0.9,440.5,124.9,120.7,189.5,5.4,49886,79.9,True,10000,28.7,17.3
DEM-MLT-20221010,2022-10-10,MLT,Malta,MT,35.8989,14.5146,33.4,11.7,9.1,6.1,1.6,4.9,561.5,172.6,167.2,210.6,11.1,52718,79.9,True,10000,33.2,14.8
DEM-MLT-20221011,2022-10-11,MLT,Malta,MT,35.8989,14.5146,36.4,13.0,11.6,8.1,1.3,2.3,561.9,138.6,200.9,212.1,10.3,53459,79.9,True,10000,38.6,11.3
DEM-MLT-20221012,2022-10-12,MLT,Malta,MT,35.8989,14.5146,33.8,11.4,10.0,5.9,1.1,5.4,523.9,160.0,143.4,207.9,12.7,52263,79.9,True,10000,43.1,12.7
DEM-MLT-20221013,2022-10-13,MLT,Malta,MT,35.8989,14.5146,38.5,12.3,9.6,8.0,2.8,5.8,537.5,151.8,183.9,183.2,18.6,56699,79.9,True,10000,47.9,10.8
DEM-MLT-20221014,2022-10-14,MLT,Malta,MT,35.8989,14.5146,34.8,10.7,13.1,7.1,1.6,2.3,608.0,142.6,213.0,243.8,8.5,54783,79.9,True,10000,15.8,13.5
DEM-MLT-20221015,2022-10-15,MLT,Malta,MT,35.8989,14.5146,30.3,10.3,10.4,5.6,1.0,3.0,530.0,147.4,158.9,215.3,8.4,48616,79.9,True,10000,19.9,19.6
DEM-MLT-20221016,2022-10-16,MLT,Malta,MT,35.8989,14.5146,27.1,9.8,8.2,3.7,2.3,3.1,463.5,144.0,117.1,189.0,13.3,52313,79.9,True,10000,25.4,13.4
DEM-MLT-20221017,2022-10-17,MLT,Malta,MT,35.8989,14.5146,32.8,10.7,11.7,4.9,0.9,4.6,535.9,135.8,197.0,195.4,7.7,50885,79.9,True,10000,32.1,10.1
DEM-MLT-20221018,2022-10-18,MLT,Malta,MT,35.8989,14.5146,36.0,12.7,10.3,7.2,1.5,4.3,579.2,181.3,158.5,226.9,12.4,50040,79.9,True,10000,37.7,11.2
DEM-MLT-20221019,2022-10-19,MLT,Malta,MT,35.8989,14.5146,34.5,12.5,9.3,5.4,1.9,5.3,552.7,164.8,175.0,195.7,17.2,55378,79.9,True,10000,15.3,11.9
DEM-MLT-20221020,2022-10-20,MLT,Malta,MT,35.8989,14.5146,35.0,8.8,12.0,7.3,2.6,4.2,657.9,152.6,214.5,276.1,14.7,47393,79.9,True,10000,22.5,10.8
DEM-MLT-20221021,2022-10-21,MLT,Malta,MT,35.8989,14.5146,35.0,12.9,11.7,5.2,2.5,2.7,591.3,133.2,194.8,245.3,18.0,54831,79.9,True,10000,28.9,11.2
DEM-MLT-20221022,2022-10-22,MLT,Malta,MT,35.8989,14.5146,31.6,11.2,8.4,6.0,1.7,4.3,483.8,155.4,134.2,181.5,12.7,50125,79.9,True,10000,32.4,19.2
DEM-MLT-20221023,2022-10-23,MLT,Malta,MT,35.8989,14.5146,25.8,7.3,9.0,4.6,1.4,3.5,428.1,122.8,130.2,163.8,11.3,51179,79.9,True,10000,37.5,12.3
DEM-MLT-20221024,2022-10-24,MLT,Malta,MT,35.8989,14.5146,32.2,12.4,8.9,8.3,1.1,1.4,523.9,147.6,158.6,209.8,7.9,51597,79.9,True,10000,41.3,15.1
DEM-MLT-20221025,2022-10-25,MLT,Malta,MT,35.8989,14.5146,35.7,9.8,12.6,7.7,1.2,4.5,662.4,135.5,218.5,300.1,8.3,50926,79.9,True,10000,48.1,7.6
DEM-MLT-20221026,2022-10-26,MLT,Malta,MT,35.8989,14.5146,34.0,11.2,9.6,4.6,2.7,5.8,568.3,173.5,179.2,199.6,16.1,55009,79.9,True,10000,52.3,11.4
DEM-MLT-20221027,2022-10-27,MLT,Malta,MT,35.8989,14.5146,36.8,13.2,10.1,7.4,1.9,4.2,599.1,188.3,168.2,228.3,14.2,51548,79.9,True,10000,59.6,5.6
DEM-MLT-20221028,2022-10-28,MLT,Malta,MT,35.8989,14.5146,37.2,13.2,12.5,5.8,1.0,4.7,605.3,179.6,192.8,222.9,10.0,47402,79.9,True,10000,65.1,6.3
DEM-MLT-20221029,2022-10-29,MLT,Malta,MT,35.8989,14.5146,30.2,10.0,11.0,6.9,1.1,1.3,524.4,114.7,136.3,266.0,7.5,54496,79.9,True,10000,70.5,5.5
DEM-MLT-20221030,2022-10-30,MLT,Malta,MT,35.8989,14.5146,25.0,10.4,6.1,3.8,1.3,3.4,410.4,136.5,117.3,146.3,10.3,51163,79.9,True,10000,74.0,7.3
DEM-MLT-20221031,2022-10-31,MLT,Malta,MT,35.8989,14.5146,36.0,11.0,12.8,6.1,1.5,4.8,577.3,166.9,167.4,232.6,10.4,46469,79.9,True,10000,78.1,5.4
DEM-MLT-20221101,2022-11-01,MLT,Malta,MT,35.8989,14.5146,31.9,11.0,8.3,5.0,2.0,5.6,509.9,149.6,176.2,167.8,16.3,47074,81.3,True,10000,23.1,16.5
DEM-MLT-20221102,2022-11-02,MLT,Malta,MT,35.8989,14.5146,31.3,10.5,10.9,6.6,1.7,1.6,498.8,139.9,150.1,198.9,9.9,57420,81.3,True,10000,27.0,18.3
DEM-MLT-20221103,2022-11-03,MLT,Malta,MT,35.8989,14.5146,27.9,9.9,8.7,5.8,0.9,2.6,431.5,115.8,140.7,166.9,8.2,53205,81.3,True,10000,31.2,16.6
DEM-MLT-20221104,2022-11-04,MLT,Malta,MT,35.8989,14.5146,28.9,8.8,7.9,5.8,1.4,5.1,432.6,144.9,130.2,144.1,13.4,46699,81.3,True,10000,34.8,18.0
DEM-MLT-20221105,2022-11-05,MLT,Malta,MT,35.8989,14.5146,21.3,6.0,7.8,2.9,1.5,3.2,354.8,82.7,133.0,130.6,8.5,49272,81.3,True,10000,37.6,22.8
DEM-MLT-20221106,2022-11-06,MLT,Malta,MT,35.8989,14.5146,23.3,7.2,6.7,5.1,1.0,3.4,339.7,113.0,97.3,122.0,7.4,51317,81.3,True,10000,22.5,24.0
DEM-MLT-20221107,2022-11-07,MLT,Malta,MT,35.8989,14.5146,28.5,8.6,10.4,5.0,1.5,3.0,519.0,141.4,142.2,224.4,11.0,47268,81.3,True,10000,27.8,13.6
DEM-MLT-20221108,2022-11-08,MLT,Malta,MT,35.8989,14.5146,26.9,6.7,7.8,7.3,1.9,3.2,462.4,125.0,141.1,182.2,14.1,53846,81.3,True,10000,31.5,18.7
DEM-MLT-20221109,2022-11-09,MLT,Malta,MT,35.8989,14.5146,27.6,8.7,9.0,5.7,1.6,2.5,444.3,142.6,135.7,155.8,10.1,55944,81.3,True,10000,34.7,20.6
DEM-MLT-20221110,2022-11-10,MLT,Malta,MT,35.8989,14.5146,29.0,8.3,10.2,5.0,1.3,4.3,453.5,125.0,142.4,177.2,9.0,48942,81.3,True,10000,40.4,10.4
DEM-MLT-20221111,2022-11-11,MLT,Malta,MT,35.8989,14.5146,28.2,9.5,9.0,5.9,1.0,2.7,415.4,108.5,146.3,153.6,7.0,47113,81.3,True,10000,24.8,25.8
DEM-MLT-20221112,2022-11-12,MLT,Malta,MT,35.8989,14.5146,23.5,8.2,7.9,5.0,1.9,0.6,383.2,103.4,125.3,145.3,9.1,54642,81.3,True,10000,29.1,16.6
DEM-MLT-20221113,2022-11-13,MLT,Malta,MT,35.8989,14.5146,22.4,8.1,7.4,3.6,1.4,1.9,363.8,120.6,105.9,127.6,9.7,58138,81.3,True,10000,33.4,15.2
DEM-MLT-20221114,2022-11-14,MLT,Malta,MT,35.8989,14.5146,27.3,8.1,10.6,5.7,0.9,2.0,528.1,116.6,157.4,247.9,6.1,51229,81.3,True,10000,40.0,9.2
DEM-MLT-20221115,2022-11-15,MLT,Malta,MT,35.8989,14.5146,29.3,8.1,8.0,5.8,1.8,5.7,477.8,133.4,165.0,164.1,15.4,49132,81.3,True,10000,43.8,14.8
DEM-MLT-20221116,2022-11-16,MLT,Malta,MT,35.8989,14.5146,28.8,7.1,9.1,5.0,1.8,6.0,536.1,123.9,170.2,224.5,17.4,48760,81.3,True,10000,50.3,7.7
DEM-MLT-20221117,2022-11-17,MLT,Malta,MT,35.8989,14.5146,29.8,11.1,8.6,5.7,1.0,3.4,539.4,150.0,170.8,211.4,7.2,51249,81.3,True,10000,54.6,10.4
