batch_id,reception_id,start_timestamp,end_timestamp,facility_code,operator_id,operator_experience_years,separator_unit_id,pre_treatment,pre_settling_hours,target_oil_spec,batch_priority,total_volume_input_m3,total_oil_output_m3,total_water_output_m3,total_solids_output_kg,oil_recovery_yield_pct,energy_consumed_kwh,chemicals_cost_eur,labor_hours,total_processing_cost_eur,recovered_oil_revenue_eur,solid_fuel_revenue_eur,net_margin_eur,quality_pass,quality_failure_reason
BATCH-PIR-2024-01180,REC-PIR-2024-01476,2024-12-20 00:41:07,2024-12-20 08:14:19.857143,PIR,OP-PIR-06,21.6,PIR-DSC-004,Filtration,5.4,MARPOL Annex I,High,60.3,9.84,36.03,2428.6,52.6,384.0,654.53,2.8,826.85,4505.06,163.76,3841.97,False,Flash point below minimum
BATCH-PIR-2024-01181,REC-PIR-2024-01477;REC-PIR-2024-01478;REC-PIR-2024-01479,2024-12-20 04:29:39,2024-12-20 19:13:00.818182,PIR,OP-PIR-03,10.7,PIR-PLS-002,Heating,0.8,MARPOL Annex I,High,306.3,76.95,115.05,5011.0,42.78,1960.0,2208.8,23.0,4043.24,40831.16,194.97,36982.89,True,
BATCH-PIR-2024-01182,REC-PIR-2024-01480,2024-12-20 22:56:09,2024-12-20 23:32:09.000000,PIR,OP-PIR-08,9.1,PIR-DEC-001,Gravity Separation,0.1,MARPOL Annex I,Normal,10.8,0.14,7.4,286.4,42.35,39.9,143.33,0.7,178.39,54.76,17.09,-106.54,True,
BATCH-PIR-2024-01183,REC-PIR-2024-01481;REC-PIR-2024-01482;REC-PIR-2024-01483,2024-12-20 23:38:37,2024-12-21 05:31:11.500000,PIR,OP-PIR-10,15.8,PIR-GRV-001,Heating,0.2,EU Waste Directive,High,454.1,8.56,391.69,21329.5,34.97,2158.1,3535.26,8.0,4282.13,3582.17,1553.9,853.94,True,
BATCH-PIR-2024-01184,REC-PIR-2024-01484;REC-PIR-2024-01485,2024-12-22 08:00:23,2024-12-23 09:25:35.000000,PIR,OP-PIR-09,17.3,PIR-DSC-003,Gravity Separation,22.0,Recovered Oil Grade A,Normal,119.7,24.76,65.72,3737.1,53.72,811.9,1110.24,4.4,1417.75,11521.64,205.08,10308.97,True,
BATCH-PIR-2024-01185,REC-PIR-2024-01486,2024-12-22 17:56:10,2024-12-23 09:26:10.000000,PIR,OP-PIR-04,24.3,PIR-PLS-002,Gravity Separation,14.6,MARPOL Annex I,High,19.8,0.83,16.87,536.4,44.72,94.4,76.04,1.2,134.51,438.73,36.84,341.06,True,
BATCH-PIR-2024-01186,REC-PIR-2024-01487,2024-12-22 18:34:21,2024-12-23 03:30:14.142857,PIR,OP-PIR-06,21.6,PIR-DSC-003,None,4.6,Recovered Oil Grade A,High,151.6,80.01,36.12,4810.7,71.69,959.4,1187.56,4.3,1569.86,29749.77,102.38,28282.29,False,Sulfur specification exceeded
BATCH-PIR-2024-01187,REC-PIR-2024-01488,2024-12-22 20:08:29,2024-12-23 03:48:41.000000,PIR,OP-PIR-10,15.8,PIR-DSC-002,Heating,6.5,MARPOL Annex I,Normal,35.1,2.41,21.94,186.9,60.64,180.3,173.29,2.1,335.31,1276.03,6.74,947.46,True,
BATCH-PIR-2024-01188,REC-PIR-2024-01489,2024-12-22 21:31:20,2024-12-22 23:19:56.000000,PIR,OP-PIR-08,9.1,PIR-DEC-001,Chemical Demulsification,1.1,EU Waste Directive,Urgent,28.4,0.54,22.43,213.7,37.87,132.3,191.13,1.2,284.86,227.36,4.33,-53.17,True,
BATCH-PIR-2024-01189,REC-PIR-2024-01490,2024-12-24 02:20:23,2024-12-24 12:59:15.800000,PIR,OP-PIR-10,15.8,PIR-DSC-001,Filtration,7.4,IMO 2020 Compliant,Urgent,81.2,2.17,70.58,3485.2,45.44,437.8,311.75,4.8,570.74,1142.41,107.82,679.49,True,
BATCH-PIR-2024-01190,REC-PIR-2024-01491,2024-12-24 03:50:10,2024-12-24 06:30:40.000000,PIR,OP-PIR-01,3.9,PIR-HTG-002,Chemical Demulsification,1.4,Recovered Oil Grade A,Normal,127.5,12.31,74.73,5255.4,43.81,924.0,1802.24,2.1,2010.41,6534.48,252.4,4776.47,True,
BATCH-PIR-2024-01191,REC-PIR-2024-01492,2024-12-24 07:12:49,2024-12-26 08:39:01.000000,PIR,OP-PIR-10,15.8,PIR-DSC-002,Heating,8.0,Re-refinery Feedstock,Normal,1243.1,827.92,122.01,28468.5,75.32,7463.3,8400.88,56.8,12430.27,299530.73,1884.21,288984.67,False,Viscosity out of spec
BATCH-PIR-2024-01192,REC-PIR-2024-01493,2024-12-24 08:08:28,2024-12-24 10:55:16.000000,PIR,OP-PIR-08,9.1,PIR-DEC-001,None,1.0,MARPOL Annex I,Normal,71.2,2.32,62.31,2898.3,47.05,350.0,436.84,3.5,697.23,1126.62,79.49,508.88,False,High water content in oil output
BATCH-PIR-2024-01193,REC-PIR-2024-01494,2024-12-24 08:40:15,2024-12-24 16:40:15.000000,PIR,OP-PIR-01,3.9,PIR-HTG-002,Heating,7.5,Recovered Oil Grade A,Scheduled,19.1,0.83,12.99,107.2,48.42,91.4,111.84,0.8,160.03,364.0,3.89,207.86,True,
BATCH-PIR-2024-01194,REC-PIR-2024-01495,2024-12-24 17:01:57,2024-12-26 22:33:39.857143,PIR,OP-PIR-03,10.7,PIR-DSC-004,Filtration,1.0,IMO 2020 Compliant,Normal,1470.8,1087.76,185.2,69366.1,88.72,7062.1,11528.25,88.0,17491.96,466593.97,3662.63,452764.64,True,
BATCH-PIR-2024-01195,REC-PIR-2024-01496,2024-12-24 18:16:17,2024-12-24 22:04:17.000000,PIR,OP-PIR-03,10.7,PIR-DEC-003,Chemical Demulsification,3.3,EU Waste Directive,Normal,15.5,0.9,10.75,455.7,44.74,77.8,164.59,1.0,216.37,442.25,29.91,255.79,False,Sulfur specification exceeded
BATCH-PIR-2024-01196,REC-PIR-2024-01497,2024-12-24 19:44:12,2024-12-27 01:10:27.000000,PIR,OP-PIR-03,10.7,PIR-DEC-001,Centrifugation,4.2,MARPOL Annex I,High,1969.5,1462.37,313.63,64257.5,90.73,10449.4,20206.58,56.0,24604.47,746984.3,1346.73,723726.56,True,
BATCH-PIR-2024-01197,REC-PIR-2024-01498,2024-12-25 09:03:38,2024-12-26 21:24:29.000000,PIR,OP-PIR-10,15.8,PIR-DEC-001,Heating,7.0,Recovered Oil Grade A,Deferred,1173.9,779.77,208.61,37216.6,83.88,7098.5,11192.19,39.1,13604.31,385552.13,2039.07,373986.89,True,
BATCH-PIR-2024-01198,REC-PIR-2024-01499,2024-12-25 17:40:31,2024-12-26 01:23:03.727273,PIR,OP-PIR-03,10.7,PIR-DAF-001,Filtration,7.2,Recovered Oil Grade A,Urgent,28.0,4.16,12.51,771.3,35.68,195.1,371.07,0.6,419.34,1991.8,58.52,1630.98,False,Sulfur specification exceeded
BATCH-PIR-2024-01199,REC-PIR-2024-01500,2024-12-25 18:19:45,2024-12-26 00:14:29.307692,PIR,OP-PIR-06,21.6,PIR-DAF-002,Heating,4.9,MARPOL Annex I,Normal,65.8,17.35,32.77,1097.5,63.3,474.8,984.87,1.8,1158.6,8052.14,52.96,6946.5,True,
BATCH-PIR-2024-01200,REC-PIR-2024-01501,2024-12-25 22:53:22,2024-12-26 05:24:03.142857,PIR,OP-PIR-02,7.2,PIR-DSC-003,Chemical Demulsification,5.9,Re-refinery Feedstock,Scheduled,21.4,0.49,18.81,634.4,33.57,102.3,308.74,0.7,349.43,244.03,25.6,-79.8,True,
BATCH-PIR-2024-01201,REC-PIR-2024-01502,2024-12-26 00:25:27,2024-12-26 05:13:27.000000,PIR,OP-PIR-08,9.1,PIR-HTG-001,Gravity Separation,4.3,Recovered Oil Grade A,High,17.2,0.65,15.14,741.8,51.61,71.6,222.49,0.8,273.47,318.0,17.34,61.87,True,
BATCH-PIR-2024-01202,REC-PIR-2024-01503,2024-12-26 09:07:05,2024-12-26 14:05:42.714286,PIR,OP-PIR-09,17.3,PIR-DSC-003,Centrifugation,3.9,MARPOL Annex I,Normal,37.7,2.08,24.38,1164.4,62.83,182.5,540.83,1.1,613.92,1081.98,90.17,558.23,True,
BATCH-PIR-2024-01203,REC-PIR-2024-01504;REC-PIR-2024-01505;REC-PIR-2024-01506,2024-12-26 19:25:07,2024-12-27 19:11:15.727273,PIR,OP-PIR-01,3.9,PIR-DAF-001,Chemical Demulsification,1.4,Fuel Blend Feedstock,Normal,1230.3,55.43,1062.9,59123.2,54.02,6982.0,13095.68,32.1,15443.87,22132.37,3032.01,9720.51,True,
BATCH-PIR-2024-01204,REC-PIR-2024-01507,2024-12-27 14:23:06,2024-12-27 23:49:27.428571,PIR,OP-PIR-04,24.3,PIR-DSC-004,Heating,4.5,MARPOL Annex I,Normal,138.3,18.66,79.15,3036.3,36.34,915.9,2034.96,7.0,2543.98,9392.97,240.24,7089.23,True,
BATCH-PIR-2024-01205,REC-PIR-2024-01508,2024-12-28 03:36:39,2024-12-28 14:43:42.000000,PIR,OP-PIR-09,17.3,PIR-DEC-001,None,6.8,EU Waste Directive,Scheduled,172.7,28.7,83.05,5321.2,38.45,1080.1,972.96,5.9,1467.91,13112.55,213.58,11858.22,True,
BATCH-PIR-2024-01206,REC-PIR-2024-01509,2024-12-28 06:08:17,2024-12-28 09:25:25.571429,PIR,OP-PIR-09,17.3,PIR-DSC-004,Filtration,1.9,IMO 2020 Compliant,Urgent,38.8,7.18,20.3,1082.6,52.65,293.2,483.45,1.5,618.49,2941.09,50.06,2372.66,True,
BATCH-PIR-2024-01207,REC-PIR-2024-01510,2024-12-28 08:10:19,2024-12-28 12:17:41.285714,PIR,OP-PIR-02,7.2,PIR-DSC-003,Heating,2.8,MARPOL Annex I,High,46.3,0.98,31.7,2311.6,41.45,182.0,547.26,1.9,645.35,485.69,160.57,0.91,True,
BATCH-PIR-2024-01208,REC-PIR-2024-01511,2024-12-28 10:36:39,2024-12-28 22:50:34.714286,PIR,OP-PIR-09,17.3,PIR-DSC-004,Gravity Separation,10.0,EU Waste Directive,Scheduled,62.5,0.87,47.75,399.3,48.74,283.7,898.99,3.7,1124.57,468.39,17.46,-638.72,True,
BATCH-PIR-2024-01209,REC-PIR-2024-01512,2024-12-28 12:01:29,2024-12-28 17:56:29.000000,PIR,OP-PIR-03,10.7,PIR-DSC-002,Centrifugation,3.6,Fuel Blend Feedstock,Urgent,69.5,16.4,30.92,3128.8,48.27,367.9,182.28,2.6,387.65,8789.37,229.99,8631.71,True,
BATCH-PIR-2024-01210,REC-PIR-2024-01513,2024-12-28 23:39:53,2024-12-29 03:12:25.000000,PIR,OP-PIR-10,15.8,PIR-DEC-002,None,0.1,MARPOL Annex I,High,154.9,47.64,52.83,4591.9,57.29,1131.1,650.57,5.8,1174.65,18291.1,108.43,17224.88,True,
BATCH-PIR-2024-01211,REC-PIR-2024-01514,2024-12-30 00:32:12,2024-12-30 03:50:12.000000,PIR,OP-PIR-06,21.6,PIR-DEC-001,Chemical Demulsification,2.8,MARPOL Annex I,Scheduled,16.0,0.3,13.01,505.2,37.42,77.8,73.16,0.9,144.77,135.88,23.25,14.36,True,
BATCH-PIR-2024-01212,REC-PIR-2024-01515,2024-12-30 05:07:17,2024-12-30 08:31:17.000000,PIR,OP-PIR-01,3.9,PIR-DAF-002,Centrifugation,2.9,Fuel Blend Feedstock,High,19.3,3.83,8.77,781.7,48.94,128.4,143.84,0.7,198.99,1379.52,58.93,1239.46,True,
BATCH-PIR-2024-01213,REC-PIR-2024-01516,2024-12-31 04:03:48,2024-12-31 16:38:36.000000,PIR,OP-PIR-01,3.9,PIR-DSC-002,Centrifugation,7.6,EU Waste Directive,Deferred,149.4,31.13,59.44,3698.1,39.58,1063.3,1503.01,5.2,1867.86,13113.55,131.05,11376.74,True,
BATCH-PIR-2024-01214,REC-PIR-2024-01517,2024-12-31 08:36:47,2025-01-01 09:09:23.000000,PIR,OP-PIR-09,17.3,PIR-DSC-002,Gravity Separation,23.1,EU Waste Directive,High,43.3,2.38,37.02,1491.2,62.24,198.4,351.37,2.6,555.8,1081.41,74.96,600.57,False,Flash point below minimum
BATCH-PIR-2024-01215,REC-PIR-2024-01518,2024-12-31 13:24:12,2024-12-31 19:47:43.200000,PIR,OP-PIR-01,3.9,PIR-DSC-001,None,5.0,Recovered Oil Grade A,Normal,34.8,7.22,16.1,1656.3,46.2,226.6,489.2,2.1,631.88,3071.62,79.77,2519.51,True,
BATCH-PIR-2024-01216,REC-PIR-2024-01519,2024-12-31 13:32:35,2024-12-31 19:26:35.000000,PIR,OP-PIR-02,7.2,PIR-DAF-001,None,5.4,MARPOL Annex I,Normal,22.2,0.2,17.76,847.0,32.25,106.9,260.35,0.9,314.5,72.05,25.35,-217.1,True,
BATCH-PIR-2024-01217,REC-PIR-2024-01520,2024-12-31 17:48:58,2024-12-31 20:20:10.000000,PIR,OP-PIR-08,9.1,PIR-DAF-002,Heating,1.4,IMO 2020 Compliant,Normal,72.8,1.64,62.25,3425.6,43.49,350.8,409.87,2.0,539.49,745.31,244.53,450.35,True,
BATCH-PIR-2024-01218,REC-PIR-2024-01521,2024-12-31 20:55:22,2024-12-31 22:50:47.090909,PIR,OP-PIR-08,9.1,PIR-DAF-001,Filtration,0.6,Fuel Blend Feedstock,Normal,72.8,15.38,34.59,1964.1,47.48,539.3,465.84,2.0,601.61,8044.1,118.55,7561.04,True,
BATCH-PIR-2024-01219,REC-PIR-2024-01522,2024-12-31 23:08:08,2025-01-01 04:14:56.000000,PIR,OP-PIR-02,7.2,PIR-DEC-002,Filtration,3.0,MARPOL Annex I,Normal,95.1,23.99,38.71,3968.8,44.37,688.8,1180.14,2.2,1377.33,10354.99,229.03,9206.69,True,
BATCH-PIR-2024-01220,REC-PIR-2024-01523,2024-12-31 23:15:48,2025-01-01 11:32:50.400000,PIR,OP-PIR-04,24.3,PIR-DSC-001,None,5.8,Fuel Blend Feedstock,Scheduled,162.1,31.57,59.97,880.3,37.37,1098.5,976.75,10.5,1780.93,13436.02,68.43,11723.52,True,
BATCH-PIR-2025-00001,REC-PIR-2025-00001;REC-PIR-2025-00002;REC-PIR-2025-00003,2025-01-01 08:18:44,2025-01-01 21:17:32.000000,PIR,OP-PIR-01,3.9,PIR-DSC-002,None,3.5,IMO 2020 Compliant,Normal,284.4,7.21,207.45,11222.4,30.0,1258.9,1829.98,11.1,2734.55,3326.93,571.64,1164.02,False,Sediment content too high
BATCH-PIR-2025-00002,REC-PIR-2025-00004,2025-01-02 06:04:06,2025-01-02 07:48:15.600000,PIR,OP-PIR-07,4.9,PIR-DEC-003,None,0.8,MARPOL Annex I,High,46.8,1.41,41.18,1883.4,45.77,223.1,641.12,1.1,727.81,634.0,78.3,-15.51,True,
BATCH-PIR-2025-00003,REC-PIR-2025-00005,2025-01-02 20:05:01,2025-01-03 06:02:19.000000,PIR,OP-PIR-06,21.6,PIR-DEC-001,Gravity Separation,8.1,MARPOL Annex I,High,74.2,26.5,23.65,3208.7,63.37,380.6,679.89,2.1,818.84,12591.7,129.22,11902.08,True,
BATCH-PIR-2025-00004,REC-PIR-2025-00006,2025-01-03 22:10:18,2025-01-04 07:23:37.200000,PIR,OP-PIR-05,4.9,PIR-DEC-003,Centrifugation,7.8,MARPOL Annex I,Urgent,71.1,14.76,33.42,1266.3,43.05,506.7,600.48,2.7,784.11,5850.29,57.96,5124.14,True,
BATCH-PIR-2025-00005,REC-PIR-2025-00007;REC-PIR-2025-00008,2025-01-04 01:28:29,2025-01-04 11:18:45.800000,PIR,OP-PIR-10,15.8,PIR-HTG-002,Chemical Demulsification,7.1,EU Waste Directive,Normal,273.8,13.26,197.15,8458.2,54.43,1347.7,1592.17,2.9,1886.91,4829.29,501.66,3444.04,True,
BATCH-PIR-2025-00006,REC-PIR-2025-00009,2025-01-04 04:26:04,2025-01-04 11:20:47.200000,PIR,OP-PIR-03,10.7,PIR-DEC-003,None,6.2,MARPOL Annex I,High,35.6,1.52,23.71,1725.9,18.42,265.8,345.82,0.8,421.85,801.48,99.04,478.67,True,
BATCH-PIR-2025-00007,REC-PIR-2025-00010,2025-01-04 14:19:14,2025-01-04 22:49:14.000000,PIR,OP-PIR-06,21.6,PIR-GRV-002,Centrifugation,8.0,IMO 2020 Compliant,Urgent,13.6,0.7,10.58,590.1,56.75,78.2,156.75,0.7,208.11,290.3,18.89,101.08,True,
BATCH-PIR-2025-00008,REC-PIR-2025-00011;REC-PIR-2025-00012,2025-01-04 15:01:01,2025-01-05 02:02:33.571429,PIR,OP-PIR-06,21.6,PIR-DSC-003,Filtration,1.1,IMO 2020 Compliant,Normal,347.4,105.25,118.79,10897.0,59.19,1836.7,4998.61,11.5,5818.96,43460.66,849.38,38491.08,True,
BATCH-PIR-2025-00009,REC-PIR-2025-00013,2025-01-05 07:20:14,2025-01-05 15:20:14.000000,PIR,OP-PIR-08,9.1,PIR-PLS-001,None,7.1,Recovered Oil Grade B,Normal,18.0,1.06,12.75,256.9,46.94,76.4,115.65,1.6,197.16,466.37,11.59,280.8,True,
BATCH-PIR-2025-00010,REC-PIR-2025-00014,2025-01-05 12:38:03,2025-01-05 20:51:55.500000,PIR,OP-PIR-02,7.2,PIR-GRV-001,Heating,7.0,MARPOL Annex I,High,98.5,18.11,45.93,4431.8,49.93,654.5,662.0,1.5,802.24,7308.55,162.96,6669.27,True,
BATCH-PIR-2025-00011,REC-PIR-2025-00015,2025-01-05 13:24:27,2025-01-05 18:01:46.200000,PIR,OP-PIR-03,10.7,PIR-HTG-002,Filtration,4.0,MARPOL Annex I,Normal,62.2,3.36,53.13,2934.1,57.06,294.4,543.38,0.9,637.35,1734.42,223.41,1320.48,True,
BATCH-PIR-2025-00012,REC-PIR-2025-00016,2025-01-05 18:14:44,2025-01-05 21:50:44.000000,PIR,OP-PIR-09,17.3,PIR-DEC-001,Heating,3.1,IMO 2020 Compliant,Deferred,20.0,1.12,12.66,303.4,52.35,78.1,97.43,0.8,150.08,460.19,11.59,321.7,True,
BATCH-PIR-2025-00013,REC-PIR-2025-00017;REC-PIR-2025-00018,2025-01-06 00:07:53,2025-01-06 12:43:59.545455,PIR,OP-PIR-10,15.8,PIR-DAF-001,Centrifugation,5.0,IMO 2020 Compliant,Normal,418.1,59.65,237.16,20841.9,43.79,2879.7,5600.87,13.4,6630.68,29861.83,1556.63,24787.78,True,
BATCH-PIR-2025-00014,REC-PIR-2025-00019,2025-01-06 12:07:32,2025-01-06 20:55:32.000000,PIR,OP-PIR-03,10.7,PIR-DSC-002,None,3.8,MARPOL Annex I,High,150.0,19.02,88.54,6637.2,36.12,1011.4,2110.02,9.3,2766.71,7321.75,223.56,4778.6,True,
BATCH-PIR-2025-00015,REC-PIR-2025-00020,2025-01-06 14:18:09,2025-01-06 23:21:52.200000,PIR,OP-PIR-08,9.1,PIR-DEC-003,Heating,7.8,Re-refinery Feedstock,Urgent,63.1,1.42,52.73,1003.8,40.38,328.0,356.65,2.1,510.01,538.93,77.01,105.93,True,
BATCH-PIR-2025-00016,REC-PIR-2025-00021,2025-01-06 17:50:46,2025-01-07 01:24:01.428571,PIR,OP-PIR-08,9.1,PIR-DSC-003,None,5.9,Recovered Oil Grade B,Normal,57.9,11.32,29.93,2177.5,46.02,347.3,222.93,2.8,364.38,4526.12,70.06,4231.8,True,
BATCH-PIR-2025-00017,REC-PIR-2025-00022,2025-01-07 00:06:55,2025-01-07 16:31:33.571429,PIR,OP-PIR-10,15.8,PIR-DSC-004,Gravity Separation,2.7,IMO 2020 Compliant,Urgent,383.9,94.81,188.11,11621.8,65.7,2217.0,4331.23,22.1,6104.14,35611.73,487.39,29994.98,True,
BATCH-PIR-2025-00018,REC-PIR-2025-00023,2025-01-07 05:27:54,2025-01-07 11:39:15.230769,PIR,OP-PIR-02,7.2,PIR-DAF-002,Centrifugation,4.1,Recovered Oil Grade A,Scheduled,135.8,32.78,68.31,3466.2,55.86,753.1,1606.09,4.2,1912.92,14542.03,216.52,12845.63,True,
BATCH-PIR-2025-00019,REC-PIR-2025-00024,2025-01-07 07:40:22,2025-01-07 23:14:28.857143,PIR,OP-PIR-07,4.9,PIR-DSC-003,Chemical Demulsification,7.8,Recovered Oil Grade A,High,271.9,196.65,39.54,3581.4,88.46,1398.0,3377.62,11.8,4205.14,92905.97,230.94,88931.77,True,
BATCH-PIR-2025-00020,REC-PIR-2025-00025,2025-01-07 10:23:53,2025-01-08 01:59:05.000000,PIR,OP-PIR-05,4.9,PIR-DEC-002,Gravity Separation,12.4,Recovered Oil Grade A,Normal,143.4,25.07,64.12,4577.6,45.94,997.9,736.22,3.8,1039.71,9244.36,166.64,8371.29,True,
BATCH-PIR-2025-00021,REC-PIR-2025-00026,2025-01-07 19:10:43,2025-01-09 00:38:38.636364,PIR,OP-PIR-01,3.9,PIR-DAF-001,Heating,2.5,EU Waste Directive,Normal,1483.1,1011.39,212.95,40444.5,81.29,8277.6,9217.17,36.3,11817.53,478511.3,2102.93,468796.7,True,
BATCH-PIR-2025-00022,REC-PIR-2025-00027,2025-01-07 21:48:32,2025-01-08 02:57:05.000000,PIR,OP-PIR-06,21.6,PIR-HTG-001,Heating,2.1,Fuel Blend Feedstock,Normal,365.1,136.11,158.46,16148.4,70.13,1841.2,954.75,5.1,1483.56,51984.82,850.82,51352.08,False,Sulfur specification exceeded
BATCH-PIR-2025-00023,REC-PIR-2025-00028,2025-01-07 23:14:39,2025-01-08 02:49:33.545455,PIR,OP-PIR-10,15.8,PIR-DAF-001,Heating,0.4,EU Waste Directive,High,175.0,1.36,136.13,3387.5,42.01,878.4,1369.09,5.1,1795.08,695.81,75.01,-1024.26,True,
BATCH-PIR-2025-00024,REC-PIR-2025-00029,2025-01-08 05:16:24,2025-01-08 11:39:04.800000,PIR,OP-PIR-08,9.1,PIR-DEC-003,None,5.3,Recovered Oil Grade B,High,53.9,2.56,42.21,608.2,53.31,274.6,363.88,1.9,465.93,1043.71,19.57,597.35,True,
BATCH-PIR-2025-00025,REC-PIR-2025-00030,2025-01-08 05:22:05,2025-01-08 22:56:00.636364,PIR,OP-PIR-05,4.9,PIR-DAF-001,Gravity Separation,17.0,MARPOL Annex I,Normal,31.1,17.53,5.82,1035.9,75.61,171.8,116.36,0.8,173.16,7103.48,53.35,6983.67,False,Viscosity out of spec
BATCH-PIR-2025-00026,REC-PIR-2025-00031,2025-01-08 11:01:09,2025-01-08 16:49:41.000000,PIR,OP-PIR-02,7.2,PIR-DEC-002,None,4.1,IMO 2020 Compliant,High,76.9,47.62,13.35,3684.0,78.89,435.6,321.58,1.8,449.49,19770.38,212.79,19533.68,True,
BATCH-PIR-2025-00027,REC-PIR-2025-00032,2025-01-08 15:09:31,2025-01-09 00:47:37.000000,PIR,OP-PIR-02,7.2,PIR-PLS-001,None,6.0,Recovered Oil Grade B,High,72.7,9.86,39.81,1033.6,42.22,493.9,469.85,5.4,857.91,4432.89,54.87,3629.85,True,
BATCH-PIR-2025-00028,REC-PIR-2025-00033,2025-01-08 22:38:23,2025-01-09 13:02:15.000000,PIR,OP-PIR-01,3.9,PIR-DEC-002,Heating,2.5,EU Waste Directive,Normal,535.4,141.57,162.62,20916.0,46.66,2582.9,4461.66,23.6,5998.93,61019.83,1544.73,56565.63,True,
BATCH-PIR-2025-00029,REC-PIR-2025-00034,2025-01-09 05:38:36,2025-01-09 11:33:12.000000,PIR,OP-PIR-09,17.3,PIR-PLS-001,None,4.7,Fuel Blend Feedstock,Normal,24.2,0.43,16.19,637.3,34.05,120.7,184.56,1.3,271.28,214.97,32.17,-24.14,True,
BATCH-PIR-2025-00030,REC-PIR-2025-00035,2025-01-10 02:46:10,2025-01-10 12:56:40.000000,PIR,OP-PIR-07,4.9,PIR-HTG-001,None,6.0,MARPOL Annex I,Normal,501.0,143.56,159.17,14352.5,50.44,2634.5,4432.01,5.1,4981.0,69866.73,416.2,65301.93,True,
BATCH-PIR-2025-00031,REC-PIR-2025-00036;REC-PIR-2025-00037;REC-PIR-2025-00038,2025-01-10 20:47:30,2025-01-11 06:53:12.000000,PIR,OP-PIR-04,24.3,PIR-DEC-001,None,0.2,IMO 2020 Compliant,Normal,395.8,93.33,189.33,17133.1,54.27,2464.9,4561.08,11.5,5261.54,44809.27,1066.37,40614.1,True,
BATCH-PIR-2025-00032,REC-PIR-2025-00039,2025-01-11 06:34:24,2025-01-11 11:38:00.000000,PIR,OP-PIR-04,24.3,PIR-PLS-001,None,3.9,MARPOL Annex I,Normal,23.2,1.07,15.28,1059.6,49.84,116.7,173.64,1.7,262.14,464.17,40.67,242.7,False,High water content in oil output
BATCH-PIR-2025-00033,REC-PIR-2025-00040,2025-01-11 11:38:03,2025-01-13 14:19:34.200000,PIR,OP-PIR-05,4.9,PIR-DEC-003,Filtration,6.0,MARPOL Annex I,Normal,2234.6,1837.64,198.45,44145.3,92.86,10243.3,26949.53,80.6,31191.23,700930.15,2543.99,672282.91,True,
BATCH-PIR-2025-00034,REC-PIR-2025-00041;REC-PIR-2025-00042;REC-PIR-2025-00043,2025-01-11 18:32:12,2025-01-12 10:09:06.000000,PIR,OP-PIR-10,15.8,PIR-PLS-001,Chemical Demulsification,0.1,Recovered Oil Grade B,High,310.3,71.84,158.1,4944.7,51.91,1978.5,4544.25,29.8,6691.96,27989.49,233.34,21530.87,True,
BATCH-PIR-2025-00035,REC-PIR-2025-00044,2025-01-13 03:39:06,2025-01-13 20:15:06.000000,PIR,OP-PIR-01,3.9,PIR-PLS-002,Gravity Separation,13.5,MARPOL Annex I,High,68.2,1.87,56.47,3132.4,44.15,367.4,971.03,3.2,1218.92,922.58,87.02,-209.32,True,
BATCH-PIR-2025-00036,REC-PIR-2025-00045,2025-01-13 09:18:07,2025-01-13 17:42:07.000000,PIR,OP-PIR-10,15.8,PIR-DSC-001,Filtration,0.4,EU Waste Directive,Normal,200.0,40.49,98.83,2372.3,59.26,1313.7,1182.08,8.3,1901.4,17162.4,131.63,15392.63,True,
BATCH-PIR-2025-00037,REC-PIR-2025-00046,2025-01-13 11:55:33,2025-01-13 19:06:29.000000,PIR,OP-PIR-06,21.6,PIR-DEC-002,None,4.3,IMO 2020 Compliant,Deferred,129.7,32.07,46.38,2709.3,47.83,792.9,444.06,5.2,896.28,12686.46,65.5,11855.68,True,
BATCH-PIR-2025-00038,REC-PIR-2025-00047,2025-01-14 03:26:48,2025-01-14 09:06:52.800000,PIR,OP-PIR-05,4.9,PIR-DEC-003,Heating,2.4,IMO 2020 Compliant,Normal,163.4,50.45,61.13,2199.3,57.33,1094.7,1005.26,5.6,1490.62,23337.81,172.94,22020.13,True,
BATCH-PIR-2025-00039,REC-PIR-2025-00048,2025-01-14 09:20:14,2025-01-14 14:11:08.857143,PIR,OP-PIR-03,10.7,PIR-DSC-003,Chemical Demulsification,3.1,IMO 2020 Compliant,Normal,61.2,16.56,28.26,2916.7,57.01,387.6,138.81,3.4,337.41,8709.53,168.57,8540.69,True,
BATCH-PIR-2025-00040,REC-PIR-2025-00049,2025-01-14 16:58:16,2025-01-14 21:56:32.000000,PIR,OP-PIR-07,4.9,PIR-DEC-002,None,3.1,EU Waste Directive,Urgent,84.2,27.22,30.7,453.3,55.48,576.4,1135.44,3.0,1373.85,13642.29,30.03,12298.47,True,
BATCH-PIR-2025-00041,REC-PIR-2025-00050,2025-01-14 21:19:22,2025-01-15 01:56:00.571429,PIR,OP-PIR-02,7.2,PIR-DSC-004,Heating,2.2,MARPOL Annex I,High,67.5,3.02,47.46,2954.0,50.45,277.3,563.05,4.1,808.53,1570.05,84.66,846.18,True,
