voyage_id,vessel_id,vessel_name,vessel_class,departure_port,departure_time,arrival_port,arrival_time,distance_nm,voyage_duration_hrs,sea_time_hrs,port_time_hrs,waiting_time_hrs,avg_speed_knots,fuel_consumed_mt,cargo_loaded_m3,cargo_discharged_m3,revenue_eur,fuel_cost_eur,port_charges_eur,total_voyage_cost_eur,voyage_margin_eur,weather_delays_hrs,mechanical_delays_hrs,collections_count,avg_collection_time_hrs
VOY-2022-01483,HEC-CS-006,HEC Calypso,Coastal Small,GIB,2022-04-07 14:27:34.843874,BCN,2022-04-10 22:23:39.620185,540.0,79.9,68.9,8.0,1.6,7.8,10.1,317.0,313.4,9332.0,4043.0,1792.0,5835.0,3498.0,1.4,0.0,3,2.7
VOY-2022-01484,HEC-CS-006,HEC Calypso,Coastal Small,BCN,2022-04-11 07:02:56.846707,MLT,2022-04-16 09:53:11.377206,830.0,122.8,107.8,11.0,0.9,7.7,15.8,350.1,345.7,15800.0,9011.0,1833.0,10844.0,4956.0,3.1,0.0,6,1.8
VOY-2022-01485,HEC-CS-006,HEC Calypso,Coastal Small,MLT,2022-04-17 06:56:46.119324,ALG,2022-04-23 10:36:36.862285,1080.0,147.7,135.3,10.0,0.8,8.0,17.9,319.6,306.2,14847.0,7638.0,5388.0,13027.0,1821.0,1.6,0.0,6,1.7
VOY-2022-01486,HEC-CS-006,HEC Calypso,Coastal Small,ALG,2022-04-24 05:03:04.373417,BCN,2022-04-27 13:11:39.015112,490.0,80.1,65.0,9.0,4.7,7.5,8.9,297.8,284.1,7025.0,3616.0,5448.0,9064.0,-2039.0,1.4,0.0,7,1.3
VOY-2022-01487,HEC-CS-006,HEC Calypso,Coastal Small,BCN,2022-04-28 18:49:19.430620,MRS,2022-05-01 10:03:00.378519,340.0,63.2,41.4,7.0,3.2,8.2,6.2,394.5,393.0,13813.0,2824.0,5875.0,8699.0,5114.0,0.0,11.6,7,1.0
VOY-2022-01488,HEC-CS-006,HEC Calypso,Coastal Small,MRS,2022-05-02 15:34:52.028556,PSD,2022-05-12 00:10:26.693980,1630.0,224.6,211.6,11.0,1.4,7.7,29.7,502.6,492.1,16240.0,15826.0,5101.0,20927.0,-4688.0,0.6,0.0,8,1.4
VOY-2022-01489,HEC-CS-006,HEC Calypso,Coastal Small,PSD,2022-05-13 15:21:33.693986,MRS,2022-05-22 04:40:51.222343,1630.0,205.3,194.2,6.0,4.1,8.4,29.1,405.6,401.8,19706.0,14290.0,2266.0,16556.0,3150.0,1.0,0.0,7,0.9
VOY-2022-01490,HEC-CS-006,HEC Calypso,Coastal Small,MRS,2022-05-22 14:33:00.751952,GIB,2022-05-26 21:20:48.929078,720.0,102.8,89.5,8.0,4.6,8.0,12.2,326.4,311.2,5977.0,6526.0,1864.0,8390.0,-2413.0,0.7,0.0,4,2.0
VOY-2022-01491,HEC-CS-006,HEC Calypso,Coastal Small,GIB,2022-05-28 15:28:42.977322,PIR,2022-06-05 02:04:27.424897,1310.0,178.6,165.1,10.0,1.1,7.9,22.9,423.9,406.1,7872.0,9819.0,3038.0,12856.0,-4985.0,2.4,0.0,5,2.0
VOY-2022-01492,HEC-CS-006,HEC Calypso,Coastal Small,PIR,2022-06-05 22:26:34.832387,GIB,2022-06-13 21:41:04.534012,1310.0,191.2,174.3,6.0,10.0,7.5,22.5,463.6,454.2,11397.0,12065.0,2741.0,14807.0,-3410.0,0.9,0.0,3,2.0
VOY-2022-01493,HEC-CS-006,HEC Calypso,Coastal Small,GIB,2022-06-15 03:21:32.522921,MRS,2022-06-19 02:02:04.014255,720.0,94.7,86.8,4.0,3.7,8.3,12.7,418.3,410.6,14830.0,5154.0,2334.0,7488.0,7342.0,0.2,0.0,4,1.0
VOY-2022-01494,HEC-CS-006,HEC Calypso,Coastal Small,MRS,2022-06-19 21:34:22.263133,GIB,2022-06-23 23:21:56.732577,720.0,97.8,88.2,6.0,3.3,8.2,13.0,473.8,462.5,9740.0,6949.0,2814.0,9763.0,-23.0,0.3,0.0,4,1.5
VOY-2022-01495,HEC-CS-006,HEC Calypso,Coastal Small,GIB,2022-06-25 22:40:11.377054,TAN,2022-06-26 17:01:20.090196,20.0,18.4,2.4,10.0,5.5,8.5,0.7,420.9,409.6,15859.0,348.0,2224.0,2571.0,13287.0,0.5,0.0,3,3.3
VOY-2022-01496,HEC-CS-006,HEC Calypso,Coastal Small,TAN,2022-06-26 23:03:13.020767,ALG,2022-06-27 16:27:23.849967,15.0,17.4,2.0,9.0,5.9,7.5,0.7,324.2,317.1,12784.0,337.0,2632.0,2970.0,9815.0,0.5,0.0,5,1.8
VOY-2022-01497,HEC-CS-006,HEC Calypso,Coastal Small,ALG,2022-06-28 17:30:20.336049,TAN,2022-06-29 13:52:12.087264,15.0,20.4,1.8,4.0,10.3,8.5,0.4,482.1,470.4,20000.0,211.0,1479.0,1689.0,18311.0,1.0,3.3,3,1.3
VOY-2022-01498,HEC-CS-006,HEC Calypso,Coastal Small,TAN,2022-06-30 14:49:34.622130,GIB,2022-07-01 04:18:51.558790,20.0,13.5,2.5,9.0,1.9,8.0,0.7,451.3,438.3,18208.0,296.0,4269.0,4564.0,13644.0,0.1,0.0,7,1.3
VOY-2022-01499,HEC-CS-006,HEC Calypso,Coastal Small,GIB,2022-07-02 09:31:40.735587,PSD,2022-07-12 09:13:29.095605,1960.0,239.7,230.6,6.0,2.9,8.5,31.9,445.6,443.4,17072.0,12839.0,5170.0,18009.0,-937.0,0.2,0.0,6,1.0
VOY-2022-01500,HEC-CS-006,HEC Calypso,Coastal Small,PSD,2022-07-13 04:00:36.048722,ALE,2022-07-13 23:27:42.532653,110.0,19.5,12.9,5.0,0.4,8.6,1.9,451.6,445.3,20000.0,891.0,6613.0,7505.0,12495.0,1.2,0.0,8,0.6
VOY-2022-01501,HEC-CS-006,HEC Calypso,Coastal Small,ALE,2022-07-15 22:04:23.985070,GIB,2022-07-26 00:33:26.777160,1880.0,242.5,228.9,10.0,0.2,8.2,33.8,494.9,481.9,7604.0,12696.0,3015.0,15710.0,-8107.0,3.4,0.0,4,2.5
VOY-2022-01502,HEC-CS-006,HEC Calypso,Coastal Small,GIB,2022-07-27 00:39:11.634268,ALG,2022-07-27 13:18:12.095108,5.0,12.7,0.7,5.0,5.9,7.7,0.3,491.8,476.4,16495.0,141.0,1373.0,1514.0,14981.0,1.1,0.0,5,1.0
VOY-2022-01503,HEC-CS-006,HEC Calypso,Coastal Small,ALG,2022-07-29 11:00:18.612847,BCN,2022-08-01 12:09:34.743411,490.0,73.2,64.0,6.0,1.4,7.7,9.0,444.3,438.0,15060.0,4702.0,4533.0,9236.0,5824.0,1.8,0.0,7,0.9
VOY-2022-01504,HEC-CS-006,HEC Calypso,Coastal Small,BCN,2022-08-02 16:34:39.531442,TAN,2022-08-06 02:17:26.630940,520.0,81.7,60.9,10.0,9.8,8.5,8.6,512.5,497.0,20000.0,4780.0,6136.0,10916.0,9084.0,1.0,0.0,7,1.4
VOY-2022-01505,HEC-CS-006,HEC Calypso,Coastal Small,TAN,2022-08-06 20:56:07.252457,ALG,2022-08-07 12:13:57.049222,15.0,15.3,1.9,9.0,3.4,7.9,0.6,397.0,380.7,16449.0,241.0,4191.0,4432.0,12017.0,1.0,0.0,5,1.8
VOY-2022-01506,HEC-CS-006,HEC Calypso,Coastal Small,ALG,2022-08-08 14:48:41.679218,GEN,2022-08-13 12:57:55.823991,900.0,118.2,110.3,4.0,0.9,8.2,14.1,387.2,371.3,16145.0,7665.0,3477.0,11141.0,5004.0,3.0,0.0,7,0.6
VOY-2022-01507,HEC-CS-006,HEC Calypso,Coastal Small,GEN,2022-08-13 19:44:01.472531,PIR,2022-08-18 07:47:23.265968,760.0,108.1,96.5,11.0,0.5,7.9,13.3,466.1,456.3,8905.0,5399.0,1106.0,6505.0,2400.0,0.1,0.0,4,2.8
VOY-2022-01508,HEC-CS-006,HEC Calypso,Coastal Small,PIR,2022-08-20 01:20:52.585994,LIM,2022-08-23 09:52:45.114571,520.0,80.5,68.4,8.0,3.8,7.6,9.7,502.4,499.6,20000.0,4334.0,2767.0,7101.0,12899.0,0.3,0.0,3,2.7
VOY-2022-01509,HEC-CS-006,HEC Calypso,Coastal Small,LIM,2022-08-24 05:41:31.152333,TAN,2022-09-05 11:02:34.392046,2220.0,293.4,284.3,4.0,4.3,7.8,38.2,453.5,444.8,17273.0,19464.0,3298.0,22762.0,-5489.0,0.8,0.0,5,0.8
VOY-2022-01510,HEC-CS-006,HEC Calypso,Coastal Small,TAN,2022-09-06 10:11:30.699257,IST,2022-09-18 23:07:01.272306,2420.0,300.9,296.6,4.0,0.1,8.2,40.5,344.2,334.4,12040.0,22112.0,2113.0,24225.0,-12185.0,0.2,0.0,5,0.8
VOY-2022-01511,HEC-CS-006,HEC Calypso,Coastal Small,IST,2022-09-20 06:57:38.622352,LIM,2022-09-23 13:06:06.439871,560.0,78.1,69.2,4.0,4.5,8.1,9.4,307.0,294.5,13470.0,4257.0,5349.0,9607.0,3863.0,0.4,0.0,6,0.7
VOY-2022-01512,HEC-CS-006,HEC Calypso,Coastal Small,LIM,2022-09-25 02:27:46.516533,BCN,2022-10-04 16:41:26.501467,1770.0,230.2,217.5,6.0,4.8,8.1,30.5,289.1,280.4,8166.0,12902.0,2686.0,15588.0,-7422.0,1.9,0.0,3,2.0
VOY-2022-01513,HEC-CS-006,HEC Calypso,Coastal Small,BCN,2022-10-06 16:20:09.962272,GIB,2022-10-09 23:03:47.748194,540.0,78.7,65.6,9.0,4.1,8.2,9.7,469.1,451.0,10777.0,4771.0,2251.0,7023.0,3754.0,0.0,0.0,8,1.1
VOY-2022-01514,HEC-CS-006,HEC Calypso,Coastal Small,GIB,2022-10-10 16:23:56.630186,PIR,2022-10-17 21:35:04.543726,1310.0,173.2,153.8,9.0,2.5,8.5,20.9,353.2,344.2,8836.0,9006.0,2426.0,11432.0,-2596.0,6.3,1.6,8,1.1
VOY-2022-01515,HEC-CS-006,HEC Calypso,Coastal Small,PIR,2022-10-19 01:09:06.113870,PSD,2022-10-22 11:25:31.955119,540.0,82.3,65.2,7.0,2.3,8.3,9.2,470.9,451.4,18504.0,3956.0,2277.0,6233.0,12271.0,7.4,0.4,7,1.0
VOY-2022-01516,HEC-CS-006,HEC Calypso,Coastal Small,PSD,2022-10-23 00:54:50.248433,LIM,2022-10-25 09:43:22.162881,360.0,56.8,47.2,5.0,1.3,7.6,6.2,506.4,502.7,10207.0,3302.0,2417.0,5719.0,4488.0,3.3,0.0,3,1.7
VOY-2022-01517,HEC-CS-006,HEC Calypso,Coastal Small,LIM,2022-10-26 04:29:23.522597,MRS,2022-11-03 06:58:48.958085,1520.0,194.5,184.9,6.0,0.9,8.2,24.0,298.5,292.5,10481.0,10235.0,3545.0,13781.0,-3300.0,2.7,0.0,4,1.5
VOY-2022-01518,HEC-CS-006,HEC Calypso,Coastal Small,MRS,2022-11-04 02:39:20.559949,GIB,2022-11-08 13:39:59.916183,720.0,107.0,95.2,5.0,4.3,7.6,13.5,452.8,448.8,18423.0,6251.0,5116.0,11366.0,7057.0,2.5,0.0,6,0.8
VOY-2022-01519,HEC-CS-006,HEC Calypso,Coastal Small,GIB,2022-11-09 07:23:20.018444,TAN,2022-11-11 09:18:36.727442,20.0,49.9,2.6,7.0,31.7,7.6,0.7,321.6,317.3,5256.0,283.0,2616.0,2899.0,2357.0,8.6,0.0,4,1.8
VOY-2022-01520,HEC-CS-006,HEC Calypso,Coastal Small,TAN,2022-11-12 05:21:44.442539,GIB,2022-11-12 22:26:14.715669,20.0,17.1,2.4,9.0,5.4,8.4,0.7,391.8,382.7,11424.0,328.0,2587.0,2915.0,8509.0,0.3,0.0,5,1.8
VOY-2022-01521,HEC-CS-006,HEC Calypso,Coastal Small,GIB,2022-11-14 06:49:41.816245,TAN,2022-11-15 00:44:50.304413,20.0,17.9,2.5,11.0,4.1,7.9,0.8,325.5,317.1,5351.0,434.0,2881.0,3314.0,2036.0,0.3,0.0,4,2.8
VOY-2022-01522,HEC-CS-006,HEC Calypso,Coastal Small,TAN,2022-11-15 20:43:27.195609,LIM,2022-11-28 02:50:42.671023,2220.0,294.1,282.0,10.0,0.2,7.9,41.5,446.1,438.1,13233.0,20314.0,3064.0,23379.0,-10146.0,1.9,0.0,5,2.0
VOY-2022-01523,HEC-CS-006,HEC Calypso,Coastal Small,LIM,2022-11-29 06:07:25.147282,MLT,2022-12-04 07:44:36.772407,950.0,121.6,111.6,7.0,2.4,8.5,16.8,518.9,502.9,19458.0,9009.0,4237.0,13246.0,6212.0,0.6,0.0,7,1.0
VOY-2022-01524,HEC-CS-006,HEC Calypso,Coastal Small,MLT,2022-12-04 18:38:59.751667,PIR,2022-12-08 13:04:04.440872,410.0,90.4,55.0,6.0,29.3,7.5,7.6,324.0,310.5,9370.0,3653.0,1747.0,5400.0,3969.0,0.1,0.0,4,1.5
VOY-2022-01525,HEC-CS-006,HEC Calypso,Coastal Small,PIR,2022-12-09 10:27:47.320415,TAN,2022-12-17 23:03:36.844644,1340.0,204.6,172.8,6.0,23.5,7.8,22.9,462.6,452.1,7972.0,8970.0,3222.0,12192.0,-4219.0,2.3,0.0,5,1.2
VOY-2022-01526,HEC-CS-006,HEC Calypso,Coastal Small,TAN,2022-12-18 05:52:52.096323,GIB,2022-12-19 09:22:32.539730,20.0,27.5,2.7,7.0,8.3,7.4,0.6,518.7,513.0,19867.0,251.0,2463.0,2713.0,17153.0,9.5,0.0,8,0.9
VOY-2022-01527,HEC-CS-006,HEC Calypso,Coastal Small,GIB,2022-12-21 01:41:06.911511,ALG,2022-12-21 11:28:28.578053,5.0,9.8,0.6,4.0,2.6,8.5,0.3,295.5,293.3,13245.0,110.0,4055.0,4165.0,9080.0,2.6,0.0,8,0.5
VOY-2022-01528,HEC-CS-006,HEC Calypso,Coastal Small,ALG,2022-12-22 00:59:34.575433,ALE,2023-01-01 14:48:06.877322,1890.0,253.8,240.2,11.0,2.4,7.9,35.2,295.6,289.3,8052.0,16207.0,2281.0,18488.0,-10436.0,0.2,0.0,8,1.4
VOY-2023-01529,HEC-CS-006,HEC Calypso,Coastal Small,ALE,2023-01-03 06:23:44.748123,GIB,2023-01-15 06:29:23.405435,1880.0,288.1,249.2,11.0,22.3,7.5,35.9,401.6,399.2,11340.0,15660.0,3188.0,18848.0,-7508.0,5.6,0.0,3,3.7
VOY-2023-01530,HEC-CS-006,HEC Calypso,Coastal Small,GIB,2023-01-16 06:11:44.814512,GEN,2023-01-20 20:37:57.115132,870.0,110.4,102.4,7.0,0.7,8.5,13.6,444.4,428.1,20000.0,7957.0,1373.0,9330.0,10670.0,0.3,0.0,5,1.4
VOY-2023-01531,HEC-CS-006,HEC Calypso,Coastal Small,GEN,2023-01-22 14:03:15.215103,PSD,2023-01-30 08:34:46.632258,1380.0,186.5,164.2,6.0,13.3,8.4,24.2,344.7,343.7,10890.0,12409.0,6033.0,18442.0,-7552.0,3.0,0.0,8,0.8
VOY-2023-01532,HEC-CS-006,HEC Calypso,Coastal Small,PSD,2023-01-30 17:36:39.226372,IST,2023-02-05 14:24:47.618078,1000.0,140.8,117.1,8.0,11.3,8.5,17.1,310.1,297.3,13462.0,9047.0,1628.0,10675.0,2786.0,4.4,0.0,3,2.7
VOY-2023-01533,HEC-CS-006,HEC Calypso,Coastal Small,IST,2023-02-07 04:50:56.234010,ALE,2023-02-12 12:21:34.653699,940.0,127.5,115.7,8.0,2.5,8.1,16.4,467.0,457.7,9654.0,7497.0,2253.0,9750.0,-97.0,1.3,0.0,8,1.0
VOY-2023-01534,HEC-CS-006,HEC Calypso,Coastal Small,ALE,2023-02-14 05:59:54.673881,PSD,2023-02-15 03:58:46.329558,110.0,22.0,13.0,6.0,0.7,8.5,1.9,320.1,314.2,10206.0,868.0,2078.0,2945.0,7261.0,2.3,0.0,8,0.8
VOY-2023-01535,HEC-CS-006,HEC Calypso,Coastal Small,PSD,2023-02-16 07:31:12.792946,LIM,2023-02-19 06:28:30.066781,360.0,71.0,42.5,11.0,14.9,8.5,6.4,444.1,437.5,17251.0,2469.0,3031.0,5501.0,11750.0,2.6,0.0,4,2.8
VOY-2023-01536,HEC-CS-006,HEC Calypso,Coastal Small,LIM,2023-02-20 19:17:19.400877,MLT,2023-02-26 10:03:16.698870,950.0,134.8,117.2,4.0,6.4,8.1,17.2,464.6,460.5,10688.0,7366.0,4994.0,12360.0,-1672.0,7.2,0.0,8,0.5
VOY-2023-01537,HEC-CS-006,HEC Calypso,Coastal Small,MLT,2023-02-27 06:44:05.793569,IST,2023-03-04 16:39:44.448763,820.0,129.9,101.5,8.0,17.0,8.1,13.6,419.1,413.3,18350.0,6507.0,1103.0,7610.0,10740.0,3.4,0.0,3,2.7
VOY-2023-01538,HEC-CS-006,HEC Calypso,Coastal Small,IST,2023-03-05 05:03:31.294062,ALE,2023-03-10 17:46:05.717006,940.0,132.7,123.0,5.0,4.4,7.6,15.9,335.8,319.7,5267.0,7036.0,3491.0,10528.0,-5260.0,0.3,0.0,4,1.2
VOY-2023-01539,HEC-CS-006,HEC Calypso,Coastal Small,ALE,2023-03-11 18:05:43.557236,IST,2023-03-16 19:03:29.794132,940.0,121.0,114.7,4.0,0.9,8.2,16.2,517.6,498.1,19107.0,7566.0,3284.0,10850.0,8258.0,1.4,0.0,8,0.5
VOY-2023-01540,HEC-CS-006,HEC Calypso,Coastal Small,IST,2023-03-17 22:04:36.762008,MLT,2023-03-22 22:02:14.501218,820.0,120.0,100.8,10.0,3.6,8.1,13.9,477.1,456.2,20000.0,7408.0,934.0,8341.0,11659.0,5.6,0.0,3,3.3
VOY-2023-01541,HEC-CS-006,HEC Calypso,Coastal Small,MLT,2023-03-23 05:52:33.872253,LIM,2023-03-28 22:38:27.470702,950.0,136.8,122.8,6.0,7.5,7.7,17.1,312.9,307.3,6292.0,8431.0,3920.0,12351.0,-6059.0,0.5,0.0,7,0.9
VOY-2023-01542,HEC-CS-006,HEC Calypso,Coastal Small,LIM,2023-03-30 06:44:08.458510,PSD,2023-04-02 00:33:02.235354,360.0,65.8,42.3,8.0,13.5,8.5,5.8,416.8,416.6,16449.0,2501.0,5788.0,8290.0,8159.0,2.0,0.0,8,1.0
VOY-2023-01543,HEC-CS-006,HEC Calypso,Coastal Small,PSD,2023-04-03 01:06:32.786830,ALE,2023-04-03 23:40:39.492789,110.0,22.6,13.2,5.0,2.3,8.4,2.1,414.9,400.8,13017.0,1024.0,2599.0,3622.0,9395.0,2.1,0.0,6,0.8
VOY-2023-01544,HEC-CS-006,HEC Calypso,Coastal Small,ALE,2023-04-04 09:19:26.116812,PSD,2023-04-05 10:58:52.980172,110.0,25.7,14.0,9.0,0.1,7.9,2.4,394.2,381.8,10658.0,1188.0,2532.0,3720.0,6938.0,2.6,0.0,3,3.0
VOY-2023-01545,HEC-CS-006,HEC Calypso,Coastal Small,PSD,2023-04-06 18:56:19.314085,GEN,2023-04-14 19:58:01.459953,1380.0,193.0,183.2,5.0,2.1,7.5,26.2,321.9,315.6,8484.0,11216.0,4420.0,15636.0,-7152.0,2.7,0.0,5,1.0
VOY-2023-01546,HEC-CS-006,HEC Calypso,Coastal Small,GEN,2023-04-15 18:01:09.411953,TAN,2023-04-21 05:14:36.670097,940.0,131.2,115.1,11.0,4.4,8.2,16.9,365.0,358.8,18143.0,6803.0,1635.0,8438.0,9705.0,0.7,0.0,5,2.2
VOY-2023-01547,HEC-CS-006,HEC Calypso,Coastal Small,TAN,2023-04-22 16:47:12.550951,ALG,2023-04-23 16:19:17.972326,15.0,23.5,1.9,6.0,14.3,7.8,0.5,455.2,446.3,10206.0,227.0,4433.0,4660.0,5546.0,1.3,0.0,8,0.8
VOY-2023-01548,HEC-CS-006,HEC Calypso,Coastal Small,ALG,2023-04-24 04:57:09.097462,GEN,2023-04-29 05:54:51.641819,900.0,121.0,114.1,6.0,0.9,7.9,15.4,413.3,394.4,6605.0,6423.0,2905.0,9328.0,-2723.0,0.0,0.0,5,1.2
VOY-2023-01549,HEC-CS-006,HEC Calypso,Coastal Small,GEN,2023-04-30 23:57:19.617065,BCN,2023-05-04 03:58:49.955824,500.0,76.0,67.3,7.0,1.3,7.4,10.3,391.0,385.3,11133.0,5478.0,4942.0,10420.0,713.0,0.4,0.0,6,1.2
VOY-2023-01550,HEC-CS-006,HEC Calypso,Coastal Small,BCN,2023-05-05 21:32:27.812034,PIR,2023-05-12 15:44:59.275794,1180.0,162.2,144.6,4.0,6.8,8.2,18.6,333.3,319.7,7976.0,9940.0,2920.0,12860.0,-4884.0,4.1,2.7,5,0.8
VOY-2023-01551,HEC-CS-006,HEC Calypso,Coastal Small,PIR,2023-05-13 22:59:25.694987,IST,2023-05-16 22:05:00.878578,340.0,71.1,39.8,7.0,20.7,8.5,6.0,326.6,317.6,10378.0,3080.0,2548.0,5627.0,4751.0,3.6,0.0,7,1.0
VOY-2023-01552,HEC-CS-006,HEC Calypso,Coastal Small,IST,2023-05-17 18:04:55.530887,MLT,2023-05-22 23:18:56.394598,820.0,125.2,99.7,5.0,20.4,8.2,13.7,374.5,370.1,9930.0,6404.0,5015.0,11419.0,-1489.0,0.1,0.0,6,0.8
VOY-2023-01553,HEC-CS-006,HEC Calypso,Coastal Small,MLT,2023-05-23 15:53:13.198489,PSD,2023-05-28 08:03:03.649497,860.0,112.2,106.9,5.0,0.1,8.0,15.0,330.8,328.3,11650.0,7885.0,3856.0,11740.0,-90.0,0.2,0.0,5,1.0
VOY-2023-01554,HEC-CS-006,HEC Calypso,Coastal Small,PSD,2023-05-29 00:53:56.365394,LIM,2023-05-31 05:53:00.384319,360.0,53.0,45.1,6.0,0.4,8.0,6.5,511.9,510.3,13627.0,2889.0,2238.0,5128.0,8500.0,1.5,0.0,5,1.2
VOY-2023-01555,HEC-CS-006,HEC Calypso,Coastal Small,LIM,2023-06-01 19:03:05.858000,PIR,2023-06-04 20:22:44.023033,520.0,73.3,66.7,5.0,1.5,7.8,8.8,384.9,383.2,16757.0,4879.0,6569.0,11449.0,5309.0,0.1,0.0,8,0.6
VOY-2023-01556,HEC-CS-006,HEC Calypso,Coastal Small,PIR,2023-06-06 00:10:11.076853,BCN,2023-06-13 11:44:33.324287,1180.0,179.6,142.5,11.0,23.0,8.3,20.1,504.1,483.7,14053.0,10895.0,5154.0,16049.0,-1996.0,3.1,0.0,8,1.4
VOY-2023-01557,HEC-CS-006,HEC Calypso,Coastal Small,BCN,2023-06-14 05:45:52.237307,PIR,2023-06-20 15:34:55.012137,1180.0,153.8,138.0,11.0,3.0,8.5,20.6,476.0,473.8,7759.0,9350.0,2492.0,11842.0,-4083.0,1.8,0.0,3,3.7
VOY-2023-01558,HEC-CS-006,HEC Calypso,Coastal Small,PIR,2023-06-22 06:28:25.456599,GEN,2023-06-27 02:31:35.384567,760.0,116.1,99.1,4.0,6.1,7.7,14.0,467.6,447.7,18957.0,5573.0,917.0,6489.0,12467.0,6.9,0.0,3,1.3
VOY-2023-01559,HEC-CS-006,HEC Calypso,Coastal Small,GEN,2023-06-28 10:19:34.653962,PIR,2023-07-02 15:55:20.597244,760.0,101.6,89.9,8.0,1.3,8.5,12.9,352.9,345.7,11804.0,6613.0,1937.0,8550.0,3254.0,2.4,0.0,4,2.0
VOY-2023-01560,HEC-CS-006,HEC Calypso,Coastal Small,PIR,2023-07-03 00:35:48.710692,TAN,2023-07-10 16:19:56.594163,1340.0,183.7,174.5,7.0,0.2,7.7,25.4,503.4,489.2,17398.0,11781.0,4462.0,16243.0,1155.0,2.0,0.0,5,1.4
VOY-2023-01561,HEC-CS-006,HEC Calypso,Coastal Small,TAN,2023-07-11 01:12:41.793743,GIB,2023-07-11 18:04:17.770540,20.0,16.9,2.4,4.0,6.8,8.5,0.5,431.3,424.9,19946.0,202.0,3139.0,3341.0,16605.0,3.7,0.0,6,0.7
VOY-2023-01562,HEC-CS-006,HEC Calypso,Coastal Small,GIB,2023-07-12 23:25:05.868806,ALG,2023-07-13 05:31:02.854079,5.0,6.1,0.6,4.0,0.6,8.3,0.3,368.3,353.9,8690.0,152.0,3197.0,3349.0,5341.0,0.9,0.0,4,1.0
VOY-2023-01563,HEC-CS-006,HEC Calypso,Coastal Small,ALG,2023-07-14 21:25:03.481913,BCN,2023-07-18 06:46:02.713986,490.0,81.3,57.6,7.0,16.3,8.5,7.7,341.5,331.7,15158.0,3485.0,4657.0,8141.0,7016.0,0.4,0.0,6,1.2
VOY-2023-01564,HEC-CS-006,HEC Calypso,Coastal Small,BCN,2023-07-19 07:48:20.923763,MLT,2023-07-23 19:47:49.070957,830.0,108.0,98.1,6.0,2.3,8.5,13.9,368.8,350.5,6351.0,6913.0,3110.0,10023.0,-3672.0,1.6,0.0,8,0.8
VOY-2023-01565,HEC-CS-006,HEC Calypso,Coastal Small,MLT,2023-07-25 01:24:10.080359,LIM,2023-07-30 04:14:52.797518,950.0,122.8,115.6,6.0,1.0,8.2,16.1,499.1,498.9,20000.0,9035.0,3653.0,12689.0,7311.0,0.2,0.0,8,0.8
VOY-2023-01566,HEC-CS-006,HEC Calypso,Coastal Small,LIM,2023-07-31 15:59:30.358115,BCN,2023-08-11 00:44:00.842095,1770.0,248.7,239.1,5.0,1.8,7.4,31.5,362.6,358.6,10957.0,15582.0,3644.0,19226.0,-8268.0,2.8,0.0,6,0.8
VOY-2023-01567,HEC-CS-006,HEC Calypso,Coastal Small,BCN,2023-08-12 22:12:09.496030,GEN,2023-08-16 07:41:53.664120,500.0,81.5,64.9,6.0,0.5,7.7,8.9,509.9,498.5,20000.0,3918.0,2511.0,6429.0,13571.0,10.1,0.0,8,0.8
VOY-2023-01568,HEC-CS-006,HEC Calypso,Coastal Small,GEN,2023-08-18 06:21:47.850706,IST,2023-08-25 03:19:52.182465,1100.0,165.0,148.4,11.0,2.0,7.4,21.0,476.2,463.7,14702.0,10477.0,1370.0,11847.0,2854.0,3.6,0.0,3,3.7
VOY-2023-01569,HEC-CS-006,HEC Calypso,Coastal Small,IST,2023-08-25 20:34:09.877901,MRS,2023-09-02 09:58:50.805180,1360.0,181.4,162.0,10.0,7.0,8.4,23.1,435.0,421.4,8756.0,8868.0,3356.0,12225.0,-3469.0,0.1,2.3,4,2.5
VOY-2023-01570,HEC-CS-006,HEC Calypso,Coastal Small,MRS,2023-09-03 11:14:18.733682,IST,2023-09-10 23:24:35.626153,1360.0,180.2,170.2,7.0,0.1,8.0,22.4,425.6,420.4,13071.0,12165.0,3094.0,15259.0,-2188.0,0.3,2.6,8,0.9
VOY-2023-01571,HEC-CS-006,HEC Calypso,Coastal Small,IST,2023-09-11 23:42:11.335307,GIB,2023-09-22 17:11:25.323534,2050.0,257.5,241.0,7.0,8.3,8.5,33.3,465.7,451.4,13334.0,16312.0,7066.0,23377.0,-10044.0,1.2,0.0,8,0.9
VOY-2023-01572,HEC-CS-006,HEC Calypso,Coastal Small,GIB,2023-09-24 10:09:17.417819,ALG,2023-09-25 01:22:37.210446,5.0,15.2,0.6,6.0,1.6,8.0,0.3,511.6,504.7,20000.0,127.0,2055.0,2183.0,17817.0,2.1,4.9,3,2.0
VOY-2023-01573,HEC-CS-006,HEC Calypso,Coastal Small,ALG,2023-09-25 09:21:44.660423,GIB,2023-09-25 18:59:24.204018,5.0,9.6,0.6,4.0,2.1,8.0,0.2,296.5,286.4,13982.0,139.0,3449.0,3589.0,10394.0,2.9,0.0,4,1.0
VOY-2023-01574,HEC-CS-006,HEC Calypso,Coastal Small,GIB,2023-09-26 01:21:53.745027,TAN,2023-09-26 16:41:08.112545,20.0,15.3,2.6,11.0,1.4,7.6,0.8,298.2,284.2,11595.0,408.0,6295.0,6703.0,4892.0,0.3,0.0,7,1.6
