date,vessel_id,port_code,vessel_proximity_to_demand_nm,vessel_available_capacity_m3,urgency_score,collection_efficiency_m3_per_nm,fuel_cost_per_m3_collected,multi_stop_opportunity,contract_obligation_days,vessel_fuel_autonomy_days,weather_risk_enroute
2024-02-20,HEC-RG-002,BCN,1010.6,5525.0,0.0134,0.6683,427.0685,0,13.0,0.0,3.26
2024-02-20,HEC-RG-002,GEN,767.1,5525.0,0.1627,0.7938,359.5716,0,3.0,0.0,2.99
2024-02-20,HEC-RG-002,GIB,1387.9,5525.0,0.0131,0.6582,433.6396,0,14.0,0.0,2.91
2024-02-20,HEC-RG-002,HAM,1093.6,5525.0,0.0111,1.186,240.6566,0,11.0,0.0,5.57
2024-02-20,HEC-RG-002,IST,308.0,5525.0,0.0143,3.4334,83.1284,0,12.0,0.0,2.97
2024-02-20,HEC-RG-002,LIM,495.2,5525.0,0.1165,0.6476,440.7182,0,1.0,0.0,2.97
2024-02-20,HEC-RG-002,MLT,454.6,5525.0,0.018,1.0827,263.6132,0,13.0,0.0,2.99
2024-02-20,HEC-RG-002,MRS,892.8,5525.0,0.0525,0.5105,559.061,0,6.0,0.0,3.26
2024-02-20,HEC-RG-002,PIR,0.0,5525.0,0.0082,918.1,0.0,0,11.0,0.0,2.97
2024-02-20,HEC-RG-002,PSD,586.0,5525.0,0.1318,1.6024,178.1195,0,11.0,0.0,2.97
2024-02-20,HEC-RG-002,RTM,1162.0,5525.0,0.0093,1.114,256.2025,0,8.0,0.0,6.0
2024-02-20,HEC-RG-002,TAN,1414.2,5525.0,0.0411,0.3386,843.0164,0,14.0,0.0,2.91
2024-02-20,HEC-RG-003,ALE,178.8,739.5,0.0389,3.9139,87.8287,0,12.0,0.0,2.97
2024-02-20,HEC-RG-003,ALG,1806.1,739.5,0.0747,0.6298,545.7995,0,14.0,0.0,2.91
2024-02-20,HEC-RG-003,BCN,1452.9,739.5,0.0134,0.4649,739.4646,0,13.0,0.0,3.26
2024-02-20,HEC-RG-003,GEN,1215.8,739.5,0.1627,0.5008,686.3709,0,3.0,0.0,2.99
2024-02-20,HEC-RG-003,GIB,1801.7,739.5,0.0131,0.507,677.9796,0,14.0,0.0,2.91
2024-02-20,HEC-RG-003,HAM,1491.1,739.5,0.0111,0.8698,395.1932,0,11.0,0.0,5.57
2024-02-20,HEC-RG-003,IST,443.4,739.5,0.0143,2.385,144.1312,0,12.0,0.0,2.97
2024-02-20,HEC-RG-003,LIM,94.6,739.5,0.1165,3.3901,101.3993,0,1.0,0.0,2.97
2024-02-20,HEC-RG-003,MLT,839.2,739.5,0.018,0.5865,586.0931,0,13.0,0.0,2.99
2024-02-20,HEC-RG-003,MRS,1341.7,739.5,0.0525,0.3397,1011.8679,0,6.0,0.0,3.26
2024-02-20,HEC-RG-003,PIR,449.4,739.5,0.0082,2.0429,168.2619,0,11.0,0.0,2.97
2024-02-20,HEC-RG-003,PSD,163.4,739.5,0.1318,5.7466,59.8176,0,11.0,0.0,2.97
2024-02-20,HEC-RG-003,RTM,1588.0,739.5,0.0093,0.8152,421.6879,0,8.0,0.0,6.0
2024-02-20,HEC-RG-003,TAN,1826.0,739.5,0.0411,0.2622,1310.9597,0,14.0,0.0,2.91
2024-02-20,HEC-RG-004,ALE,1264.8,5780.0,0.0389,0.5533,538.4467,0,12.0,10.0,2.97
2024-02-20,HEC-RG-004,ALG,823.6,5780.0,0.0747,1.3811,215.7048,0,14.0,10.0,2.91
2024-02-20,HEC-RG-004,BCN,349.6,5780.0,0.0134,1.9319,154.2074,0,13.0,10.0,3.26
2024-02-20,HEC-RG-004,GEN,0.0,5780.0,0.1627,608.9,0.0,0,3.0,10.0,2.99
2024-02-20,HEC-RG-004,GIB,819.8,5780.0,0.0131,1.1143,267.3586,0,14.0,10.0,2.91
2024-02-20,HEC-RG-004,HAM,550.3,5780.0,0.0111,2.3569,126.4021,0,11.0,10.0,5.57
2024-02-20,HEC-RG-004,IST,904.6,5780.0,0.0143,1.169,254.842,0,12.0,10.0,2.97
2024-02-20,HEC-RG-004,LIM,1252.6,5780.0,0.1165,0.256,1163.6122,0,1.0,10.0,2.97
2024-02-20,HEC-RG-004,MLT,570.8,5780.0,0.018,0.8623,345.4913,0,13.0,10.0,2.99
2024-02-20,HEC-RG-004,MRS,169.3,5780.0,0.0525,2.6923,110.6566,0,6.0,10.0,3.26
2024-02-20,HEC-RG-004,PIR,767.1,5780.0,0.0082,1.1968,248.9183,0,11.0,10.0,2.97
2024-02-20,HEC-RG-004,PSD,1351.5,5780.0,0.1318,0.6948,428.7906,0,11.0,10.0,2.97
2024-02-20,HEC-RG-004,RTM,484.5,5780.0,0.0093,2.6718,111.503,0,8.0,10.0,6.0
2024-02-20,HEC-RG-004,TAN,850.3,5780.0,0.0411,0.5631,529.0696,0,14.0,10.0,2.91
2024-02-20,HEC-RG-005,ALE,1484.2,4675.0,0.0389,0.4715,530.2229,0,12.0,0.0,2.97
2024-02-20,HEC-RG-005,ALG,913.9,4675.0,0.0747,1.2447,200.8571,0,14.0,0.0,2.91
2024-02-20,HEC-RG-005,BCN,469.5,4675.0,0.0134,1.4386,173.7859,0,13.0,0.0,3.26
2024-02-20,HEC-RG-005,GEN,266.1,4675.0,0.1627,2.2882,109.2544,0,3.0,0.0,2.99
2024-02-20,HEC-RG-005,GIB,910.9,4675.0,0.0131,1.0029,249.2885,0,14.0,0.0,2.91
2024-02-20,HEC-RG-005,HAM,327.0,4675.0,0.0111,3.9664,63.0301,0,11.0,0.0,5.57
2024-02-20,HEC-RG-005,IST,1050.8,4675.0,0.0143,1.0064,248.4161,0,12.0,0.0,2.97
2024-02-20,HEC-RG-005,LIM,1438.1,4675.0,0.1165,0.223,1121.0633,0,1.0,0.0,2.97
2024-02-20,HEC-RG-005,MLT,835.2,4675.0,0.018,0.5893,424.2178,0,13.0,0.0,2.99
2024-02-20,HEC-RG-005,MRS,315.7,4675.0,0.0525,1.4438,173.1571,0,6.0,0.0,3.26
2024-02-20,HEC-RG-005,PIR,975.8,4675.0,0.0082,0.9409,265.7118,0,11.0,0.0,2.97
2024-02-20,HEC-RG-005,PSD,1560.2,4675.0,0.1318,0.6018,415.3887,0,11.0,0.0,2.97
2024-02-20,HEC-RG-005,RTM,218.4,4675.0,0.0093,5.9272,42.1784,0,8.0,0.0,6.0
2024-02-20,HEC-RG-005,TAN,940.6,4675.0,0.0411,0.509,491.1236,0,14.0,0.0,2.91
2024-02-20,HEC-RG-006,ALE,1595.3,5270.0,0.0389,0.4387,626.9041,0,12.0,0.0,2.97
2024-02-20,HEC-RG-006,ALG,1227.9,5270.0,0.0747,0.9264,296.8549,0,14.0,0.0,2.91
2024-02-20,HEC-RG-006,BCN,795.4,5270.0,0.0134,0.8491,323.8599,0,13.0,0.0,3.26
2024-02-20,HEC-RG-006,GEN,549.8,5270.0,0.1627,1.1075,248.3084,0,3.0,0.0,2.99
2024-02-20,HEC-RG-006,GIB,1225.2,5270.0,0.0131,0.7456,368.8342,0,14.0,0.0,2.91
2024-02-20,HEC-RG-006,HAM,0.9,5270.0,0.0111,1297.0,0.1908,0,11.0,0.0,5.57
2024-02-20,HEC-RG-006,IST,1074.1,5270.0,0.0143,0.9845,279.3168,0,12.0,0.0,2.97
2024-02-20,HEC-RG-006,LIM,1494.4,5270.0,0.1165,0.2146,1281.4468,0,1.0,0.0,2.97
2024-02-20,HEC-RG-006,MLT,1076.4,5270.0,0.018,0.4573,601.4019,0,13.0,0.0,2.99
2024-02-20,HEC-RG-006,MRS,638.8,5270.0,0.0525,0.7135,385.4103,0,6.0,0.0,3.26
2024-02-20,HEC-RG-006,PIR,1093.7,5270.0,0.0082,0.8394,327.5978,0,11.0,0.0,2.97
2024-02-20,HEC-RG-006,PSD,1649.8,5270.0,0.1318,0.5692,483.1683,0,11.0,0.0,2.97
2024-02-20,HEC-RG-006,RTM,221.9,5270.0,0.0093,5.8337,47.1398,0,8.0,0.0,6.0
2024-02-20,HEC-RG-006,TAN,1254.1,5270.0,0.0411,0.3818,720.2955,0,14.0,0.0,2.91
2023-10-19,HEC-CM-001,ALE,1447.7,1785.0,0.0727,0.6239,207.0356,0,12.0,0.0,1.02
2023-10-19,HEC-CM-001,ALG,451.6,1785.0,0.066,3.2843,39.3283,1,14.0,0.0,0.81
2023-10-19,HEC-CM-001,BCN,47.2,1785.0,0.0704,15.4534,8.3585,0,9.0,0.0,1.66
2023-10-19,HEC-CM-001,GEN,373.3,1785.0,0.0115,1.6595,77.8336,0,14.0,0.0,1.29
2023-10-19,HEC-CM-001,GIB,447.7,1785.0,0.0718,2.7364,47.2026,1,12.0,0.0,0.81
2023-10-19,HEC-CM-001,HAM,838.2,1785.0,0.0087,1.4679,87.9937,0,13.0,0.0,2.66
2023-10-19,HEC-CM-001,IST,1208.4,1785.0,0.01,0.9881,130.7245,0,14.0,0.0,1.02
2023-10-19,HEC-CM-001,LIM,1496.0,1785.0,0.1422,0.2753,469.1268,0,7.0,0.0,1.02
2023-10-19,HEC-CM-001,MLT,640.3,1785.0,0.0272,1.0353,124.763,0,13.0,0.0,1.29
2023-10-19,HEC-CM-001,MRS,214.1,1785.0,0.1218,3.2872,39.2932,0,5.0,0.0,1.66
2023-10-19,HEC-CM-001,PIR,1002.0,1785.0,0.0319,1.1673,110.6575,0,10.0,0.0,1.02
2023-10-19,HEC-CM-001,PSD,1552.6,1785.0,0.0525,0.6378,202.529,0,14.0,0.0,1.02
2023-10-19,HEC-CM-001,RTM,685.9,1785.0,0.0086,1.9621,65.831,0,12.0,0.0,1.47
2023-10-19,HEC-CM-001,TAN,478.1,1785.0,0.2045,1.4187,91.0432,0,11.0,0.0,0.81
2023-10-19,HEC-CM-002,ALE,591.3,2380.0,0.0727,1.5275,96.8369,0,12.0,0.0,1.02
2023-10-19,HEC-CM-002,ALG,1631.3,2380.0,0.066,0.9092,162.6864,1,14.0,0.0,0.81
2023-10-19,HEC-CM-002,BCN,1206.7,2380.0,0.0704,0.6045,244.7094,0,9.0,0.0,1.66
2023-10-19,HEC-CM-002,GEN,904.6,2380.0,0.0115,0.6848,215.9894,0,14.0,0.0,1.29
2023-10-19,HEC-CM-002,GIB,1626.9,2380.0,0.0718,0.753,196.4294,1,12.0,0.0,0.81
2023-10-19,HEC-CM-002,HAM,1073.7,2380.0,0.0087,1.1459,129.0785,0,13.0,0.0,2.66
2023-10-19,HEC-CM-002,IST,0.0,2380.0,0.01,1194.0,0.0,0,14.0,0.0,1.02
2023-10-19,HEC-CM-002,LIM,426.0,2380.0,0.1422,0.9669,152.9801,0,7.0,0.0,1.02
2023-10-19,HEC-CM-002,MLT,744.7,2380.0,0.0272,0.8902,166.1692,0,13.0,0.0,1.29
2023-10-19,HEC-CM-002,MRS,1058.3,2380.0,0.1218,0.665,222.4214,0,5.0,0.0,1.66
2023-10-19,HEC-CM-002,PIR,308.0,2380.0,0.0319,3.7974,38.9521,0,10.0,0.0,1.02
2023-10-19,HEC-CM-002,PSD,606.8,2380.0,0.0525,1.6318,90.6441,0,14.0,0.0,1.02
2023-10-19,HEC-CM-002,RTM,1197.7,2380.0,0.0086,1.1237,131.639,0,12.0,0.0,1.47
2023-10-19,HEC-CM-002,TAN,1655.0,2380.0,0.2045,0.4098,360.9053,0,11.0,0.0,0.81
2023-10-19,HEC-CM-003,ALE,263.2,578.0,0.0727,3.4316,67.9953,0,12.0,0.0,1.02
2023-10-19,HEC-CM-003,ALG,1872.9,578.0,0.066,0.7919,294.64,1,14.0,0.0,0.81
2023-10-19,HEC-CM-003,BCN,1505.5,578.0,0.0704,0.4845,481.6059,0,9.0,0.0,1.66
2023-10-19,HEC-CM-003,GEN,1252.6,578.0,0.0115,0.4946,471.7891,0,14.0,0.0,1.29
2023-10-19,HEC-CM-003,GIB,1868.5,578.0,0.0718,0.6557,355.8757,1,12.0,0.0,0.81
2023-10-19,HEC-CM-003,HAM,1494.1,578.0,0.0087,0.8235,283.3415,0,13.0,0.0,2.66
2023-10-19,HEC-CM-003,IST,426.0,578.0,0.01,2.8028,83.2496,0,14.0,0.0,1.02
2023-10-19,HEC-CM-003,LIM,0.0,578.0,0.1422,411.9,0.0,0,7.0,0.0,1.02
2023-10-19,HEC-CM-003,MLT,909.4,578.0,0.0272,0.7289,320.0986,0,13.0,0.0,1.29
2023-10-19,HEC-CM-003,MRS,1385.9,578.0,0.1218,0.5078,459.4724,0,5.0,0.0,1.66
2023-10-19,HEC-CM-003,PIR,495.2,578.0,0.0319,2.3619,98.7916,0,10.0,0.0,1.02
2023-10-19,HEC-CM-003,PSD,208.7,578.0,0.0525,4.7446,49.1786,0,14.0,0.0,1.02
2023-10-19,HEC-CM-003,RTM,1603.4,578.0,0.0086,0.8393,277.9957,0,12.0,0.0,1.47
2023-10-19,HEC-CM-003,TAN,1893.5,578.0,0.2045,0.3582,651.3588,0,11.0,0.0,0.81
2023-10-19,HEC-CM-004,ALE,123.7,374.0,0.0727,7.3015,18.5463,0,12.0,0.0,1.02
2023-10-19,HEC-CM-004,ALG,1895.2,374.0,0.066,0.7826,173.0324,1,14.0,0.0,0.81
2023-10-19,HEC-CM-004,BCN,1568.2,374.0,0.0704,0.4651,291.144,0,9.0,0.0,1.66
2023-10-19,HEC-CM-004,GEN,1351.5,374.0,0.0115,0.4584,295.4247,0,14.0,0.0,1.29
2023-10-19,HEC-CM-004,GIB,1890.9,374.0,0.0718,0.6479,209.011,1,12.0,0.0,0.81
2023-10-19,HEC-CM-004,HAM,1649.5,374.0,0.0087,0.7459,181.5424,0,13.0,0.0,2.66
2023-10-19,HEC-CM-004,IST,606.8,374.0,0.01,1.9677,68.8198,0,14.0,0.0,1.02
2023-10-19,HEC-CM-004,LIM,208.7,374.0,0.1422,1.9736,68.6124,0,7.0,0.0,1.02
2023-10-19,HEC-CM-004,MLT,930.0,374.0,0.0272,0.7128,189.9796,0,13.0,0.0,1.29
2023-10-19,HEC-CM-004,MRS,1468.7,374.0,0.1218,0.4792,282.5895,0,5.0,0.0,1.66
2023-10-19,HEC-CM-004,PIR,586.0,374.0,0.0319,1.9959,67.8473,0,10.0,0.0,1.02
2023-10-19,HEC-CM-004,PSD,0.0,374.0,0.0525,990.2,0.0,0,14.0,0.0,1.02
2023-10-19,HEC-CM-004,RTM,1739.8,374.0,0.0086,0.7735,175.0616,0,12.0,0.0,1.47
2023-10-19,HEC-CM-004,TAN,1913.7,374.0,0.2045,0.3544,382.0535,0,11.0,0.0,0.81
2023-10-19,HEC-CM-005,ALE,818.1,527.0,0.0727,1.104,152.8503,0,12.0,13.0,1.02
2023-10-19,HEC-CM-005,ALG,967.6,527.0,0.066,1.5329,110.088,1,14.0,13.0,0.81
2023-10-19,HEC-CM-005,BCN,664.5,527.0,0.0704,1.0977,153.7351,0,9.0,13.0,1.66
2023-10-19,HEC-CM-005,GEN,570.8,527.0,0.0115,1.0853,155.4843,0,14.0,13.0,1.29
2023-10-19,HEC-CM-005,GIB,963.3,527.0,0.0718,1.2718,132.6887,1,12.0,13.0,0.81
2023-10-19,HEC-CM-005,HAM,1076.6,527.0,0.0087,1.1429,147.6562,0,13.0,13.0,2.66
2023-10-19,HEC-CM-005,IST,744.7,527.0,0.01,1.6033,105.2497,0,14.0,13.0,1.02
2023-10-19,HEC-CM-005,LIM,909.4,527.0,0.1422,0.4529,372.5692,0,7.0,13.0,1.02
2023-10-19,HEC-CM-005,MLT,0.0,527.0,0.0272,662.9,0.0,0,13.0,13.0,1.29
2023-10-19,HEC-CM-005,MRS,616.3,527.0,0.1218,1.142,147.7701,0,5.0,13.0,1.66
2023-10-19,HEC-CM-005,PIR,454.6,527.0,0.0319,2.5728,65.5897,0,10.0,13.0,1.02
2023-10-19,HEC-CM-005,PSD,930.0,527.0,0.0525,1.0647,158.4907,0,14.0,13.0,1.02
2023-10-19,HEC-CM-005,RTM,1052.5,527.0,0.0086,1.2787,131.9731,0,12.0,13.0,1.47
2023-10-19,HEC-CM-005,TAN,987.1,527.0,0.2045,0.6872,245.5744,0,11.0,13.0,0.81
2023-10-19,HEC-CM-006,ALE,1671.6,2125.0,0.0727,0.5403,266.0457,0,12.0,7.5,1.02
2023-10-19,HEC-CM-006,ALG,1037.2,2125.0,0.066,1.43,100.5242,1,14.0,7.5,0.81
2023-10-19,HEC-CM-006,BCN,640.2,2125.0,0.0704,1.1393,126.1705,0,9.0,7.5,1.66
2023-10-19,HEC-CM-006,GEN,484.5,2125.0,0.0115,1.2786,112.4243,0,14.0,7.5,1.29
2023-10-19,HEC-CM-006,GIB,1034.9,2125.0,0.0718,1.1838,121.4324,1,12.0,7.5,0.81
2023-10-19,HEC-CM-006,HAM,222.9,2125.0,0.0087,5.52,26.0418,0,13.0,7.5,2.66
2023-10-19,HEC-CM-006,IST,1197.7,2125.0,0.01,0.9969,144.1955,0,14.0,7.5,1.02
2023-10-19,HEC-CM-006,LIM,1603.4,2125.0,0.1422,0.2569,559.5745,0,7.0,7.5,1.02
2023-10-19,HEC-CM-006,MLT,1052.5,2125.0,0.0272,0.6298,228.2348,0,13.0,7.5,1.29
2023-10-19,HEC-CM-006,MRS,515.0,2125.0,0.1218,1.3666,105.1879,0,5.0,7.5,1.66
2023-10-19,HEC-CM-006,PIR,1162.0,2125.0,0.0319,1.0065,142.8159,0,10.0,7.5,1.02
2023-10-19,HEC-CM-006,PSD,1739.8,2125.0,0.0525,0.5691,252.5715,0,14.0,7.5,1.02
2023-10-19,HEC-CM-006,RTM,0.0,2125.0,0.0086,1345.8,0.0,0,12.0,7.5,1.47
2023-10-19,HEC-CM-006,TAN,1062.7,2125.0,0.2045,0.6383,225.2147,0,11.0,7.5,0.81
2023-10-19,HEC-CM-007,ALE,64.8,544.0,0.0727,13.9383,15.6942,0,12.0,0.0,1.02
2023-10-19,HEC-CM-007,ALG,1810.6,544.0,0.066,0.8192,267.0366,1,14.0,0.0,0.81
2023-10-19,HEC-CM-007,BCN,1482.6,544.0,0.0704,0.492,444.6377,0,9.0,0.0,1.66
2023-10-19,HEC-CM-007,GEN,1268.6,544.0,0.0115,0.4883,447.952,0,14.0,0.0,1.29
2023-10-19,HEC-CM-007,GIB,1806.3,544.0,0.0718,0.6782,322.5272,1,12.0,0.0,0.81
2023-10-19,HEC-CM-007,HAM,1577.9,544.0,0.0087,0.7798,280.5312,0,13.0,0.0,2.66
2023-10-19,HEC-CM-007,IST,552.4,544.0,0.01,2.1615,101.2039,0,14.0,0.0,1.02
2023-10-19,HEC-CM-007,LIM,199.8,544.0,0.1422,2.0616,106.1089,0,7.0,0.0,1.02
2023-10-19,HEC-CM-007,MLT,844.8,544.0,0.0272,0.7847,278.7751,0,13.0,0.0,1.29
2023-10-19,HEC-CM-007,MRS,1384.1,544.0,0.1218,0.5085,430.1959,0,5.0,0.0,1.66
2023-10-19,HEC-CM-007,PIR,504.9,544.0,0.0319,2.3165,94.4313,0,10.0,0.0,1.02
2023-10-19,HEC-CM-007,PSD,85.7,544.0,0.0525,11.5543,18.9324,0,14.0,0.0,1.02
2023-10-19,HEC-CM-007,RTM,1662.8,544.0,0.0086,0.8094,270.276,0,12.0,0.0,1.47
2023-10-19,HEC-CM-007,TAN,1829.2,544.0,0.2045,0.3708,589.9123,0,11.0,0.0,0.81
2023-10-19,HEC-CM-008,ALE,716.1,408.0,0.0727,1.2613,148.6589,0,12.0,0.0,1.02
2023-10-19,HEC-CM-008,ALG,1217.3,408.0,0.066,1.2184,153.886,1,14.0,0.0,0.81
2023-10-19,HEC-CM-008,BCN,811.7,408.0,0.0704,0.8986,208.6561,0,9.0,0.0,1.66
2023-10-19,HEC-CM-008,GEN,555.8,408.0,0.0115,1.1146,168.2203,0,14.0,0.0,1.29
2023-10-19,HEC-CM-008,GIB,1212.9,408.0,0.0718,1.0101,185.6328,1,12.0,0.0,0.81
2023-10-19,HEC-CM-008,HAM,910.4,408.0,0.0087,1.3515,138.7354,0,13.0,0.0,2.66
2023-10-19,HEC-CM-008,IST,417.6,408.0,0.01,2.8592,65.5779,0,14.0,0.0,1.02
2023-10-19,HEC-CM-008,LIM,701.0,408.0,0.1422,0.5876,319.1005,0,7.0,0.0,1.02
2023-10-19,HEC-CM-008,MLT,354.1,408.0,0.0272,1.8721,100.1565,0,13.0,0.0,1.29
2023-10-19,HEC-CM-008,MRS,684.9,408.0,0.1218,1.0276,182.4648,0,5.0,0.0,1.66
2023-10-19,HEC-CM-008,PIR,211.4,408.0,0.0319,5.5326,33.8898,0,10.0,0.0,1.02
2023-10-19,HEC-CM-008,PSD,796.9,408.0,0.0525,1.2426,150.8975,0,14.0,0.0,1.02
2023-10-19,HEC-CM-008,RTM,960.6,408.0,0.0086,1.401,133.833,0,12.0,0.0,1.47
2023-10-19,HEC-CM-008,TAN,1240.5,408.0,0.2045,0.5468,342.9069,0,11.0,0.0,0.81
2023-10-19,HEC-CS-001,ALE,965.5,158.1,0.0727,0.9355,71.2651,0,12.0,0.0,1.02
2023-10-19,HEC-CS-001,ALG,817.0,158.1,0.066,1.8154,36.7224,1,14.0,0.0,0.81
2023-10-19,HEC-CS-001,BCN,541.2,158.1,0.0704,1.3477,49.4653,0,9.0,0.0,1.66
2023-10-19,HEC-CS-001,GEN,520.7,158.1,0.0115,1.1897,56.0344,0,14.0,0.0,1.29
2023-10-19,HEC-CS-001,GIB,812.6,158.1,0.0718,1.5076,44.2195,1,12.0,0.0,0.81
2023-10-19,HEC-CS-001,HAM,1059.0,158.1,0.0087,1.1619,57.3797,0,13.0,0.0,2.66
2023-10-19,HEC-CS-001,IST,878.4,158.1,0.01,1.3593,49.0452,0,14.0,0.0,1.02
2023-10-19,HEC-CS-001,LIM,1060.6,158.1,0.1422,0.3884,171.6598,0,7.0,0.0,1.02
2023-10-19,HEC-CS-001,MLT,151.3,158.1,0.0272,4.3814,15.216,0,13.0,0.0,1.29
2023-10-19,HEC-CS-001,MRS,526.0,158.1,0.1218,1.338,49.8248,0,5.0,0.0,1.66
2023-10-19,HEC-CS-001,PIR,598.9,158.1,0.0319,1.9529,34.137,0,10.0,0.0,1.02
2023-10-19,HEC-CS-001,PSD,1079.0,158.1,0.0525,0.9177,72.6453,0,14.0,0.0,1.02
2023-10-19,HEC-CS-001,RTM,1003.5,158.1,0.0086,1.3411,49.7102,0,12.0,0.0,1.47
2023-10-19,HEC-CS-001,TAN,836.2,158.1,0.2045,0.8112,82.1859,0,11.0,0.0,0.81
2023-10-19,HEC-CS-002,ALE,818.1,224.4,0.0727,1.104,52.8371,0,12.0,0.0,1.02
2023-10-19,HEC-CS-002,ALG,967.6,224.4,0.066,1.5329,38.0551,1,14.0,0.0,0.81
2023-10-19,HEC-CS-002,BCN,664.5,224.4,0.0704,1.0977,53.143,0,9.0,0.0,1.66
2023-10-19,HEC-CS-002,GEN,570.8,224.4,0.0115,1.0853,53.7476,0,14.0,0.0,1.29
2023-10-19,HEC-CS-002,GIB,963.3,224.4,0.0718,1.2718,45.8677,1,12.0,0.0,0.81
2023-10-19,HEC-CS-002,HAM,1076.6,224.4,0.0087,1.1429,51.0417,0,13.0,0.0,2.66
2023-10-19,HEC-CS-002,IST,744.7,224.4,0.01,1.6033,36.3826,0,14.0,0.0,1.02
2023-10-19,HEC-CS-002,LIM,909.4,224.4,0.1422,0.4529,128.7894,0,7.0,0.0,1.02
2023-10-19,HEC-CS-002,MLT,0.0,224.4,0.0272,662.9,0.0,0,13.0,0.0,1.29
2023-10-19,HEC-CS-002,MRS,616.3,224.4,0.1218,1.142,51.081,0,5.0,0.0,1.66
2023-10-19,HEC-CS-002,PIR,454.6,224.4,0.0319,2.5728,22.673,0,10.0,0.0,1.02
2023-10-19,HEC-CS-002,PSD,930.0,224.4,0.0525,1.0647,54.7869,0,14.0,0.0,1.02
2023-10-19,HEC-CS-002,RTM,1052.5,224.4,0.0086,1.2787,45.6203,0,12.0,0.0,1.47
2023-10-19,HEC-CS-002,TAN,987.1,224.4,0.2045,0.6872,84.8899,0,11.0,0.0,0.81
2023-10-19,HEC-CS-003,ALE,1109.1,1148.0,0.0727,0.8144,86.981,0,12.0,0.0,1.02
2023-10-19,HEC-CS-003,ALG,702.0,1148.0,0.066,2.1128,33.5255,1,14.0,0.0,0.81
2023-10-19,HEC-CS-003,BCN,369.1,1148.0,0.0704,1.9762,35.844,0,9.0,0.0,1.66
2023-10-19,HEC-CS-003,GEN,374.0,1148.0,0.0115,1.6564,42.763,0,14.0,0.0,1.29
2023-10-19,HEC-CS-003,GIB,697.6,1148.0,0.0718,1.7562,40.3341,1,12.0,0.0,0.81
2023-10-19,HEC-CS-003,HAM,923.6,1148.0,0.0087,1.3322,53.1711,0,13.0,0.0,2.66
2023-10-19,HEC-CS-003,IST,936.9,1148.0,0.01,1.2744,55.581,0,14.0,0.0,1.02
2023-10-19,HEC-CS-003,LIM,1176.0,1148.0,0.1422,0.3503,202.2336,0,7.0,0.0,1.02
2023-10-19,HEC-CS-003,MLT,296.9,1148.0,0.0272,2.2327,31.7249,0,13.0,0.0,1.29
2023-10-19,HEC-CS-003,MRS,352.8,1148.0,0.1218,1.9949,35.5072,0,5.0,0.0,1.66
2023-10-19,HEC-CS-003,PIR,690.6,1148.0,0.0319,1.6936,41.8241,0,10.0,0.0,1.02
2023-10-19,HEC-CS-003,PSD,1217.2,1148.0,0.0525,0.8135,87.0716,0,14.0,0.0,1.02
2023-10-19,HEC-CS-003,RTM,846.1,1148.0,0.0086,1.5906,44.5327,0,12.0,0.0,1.47
2023-10-19,HEC-CS-003,TAN,724.2,1148.0,0.2045,0.9366,75.6266,0,11.0,0.0,0.81
2023-10-19,HEC-CS-004,ALE,490.4,191.4,0.0727,1.8418,39.5907,0,12.0,2.6,1.02
2023-10-19,HEC-CS-004,ALG,1435.7,191.4,0.066,1.0331,70.5815,1,14.0,2.6,0.81
2023-10-19,HEC-CS-004,BCN,1049.9,191.4,0.0704,0.6947,104.9564,0,9.0,2.6,1.66
2023-10-19,HEC-CS-004,GEN,798.8,191.4,0.0115,0.7755,94.0207,0,14.0,2.6,1.29
2023-10-19,HEC-CS-004,GIB,1431.3,191.4,0.0718,0.8559,85.1895,1,12.0,2.6,0.81
2023-10-19,HEC-CS-004,HAM,1106.2,191.4,0.0087,1.1123,65.5563,0,13.0,2.6,2.66
2023-10-19,HEC-CS-004,IST,268.5,191.4,0.01,4.4469,16.3971,0,14.0,2.6,1.02
2023-10-19,HEC-CS-004,LIM,457.6,191.4,0.1422,0.9001,81.0067,0,7.0,2.6,1.02
2023-10-19,HEC-CS-004,MLT,499.7,191.4,0.0272,1.3266,54.9652,0,13.0,2.6,1.29
2023-10-19,HEC-CS-004,MRS,928.5,191.4,0.1218,0.758,96.1965,0,5.0,2.6,1.66
2023-10-19,HEC-CS-004,PIR,45.1,191.4,0.0319,25.9335,2.8117,0,10.0,2.6,1.02
2023-10-19,HEC-CS-004,PSD,559.5,191.4,0.0525,1.7698,41.2006,0,14.0,2.6,1.02
2023-10-19,HEC-CS-004,RTM,1182.6,191.4,0.0086,1.138,64.0743,0,12.0,2.6,1.47
2023-10-19,HEC-CS-004,TAN,1457.7,191.4,0.2045,0.4653,156.7015,0,11.0,2.6,0.81
2023-10-19,HEC-CS-005,ALE,402.7,935.0,0.0727,2.2429,28.7951,0,12.0,0.0,1.02
2023-10-19,HEC-CS-005,ALG,1498.6,935.0,0.066,0.9897,65.2539,1,14.0,0.0,0.81
2023-10-19,HEC-CS-005,BCN,1125.3,935.0,0.0704,0.6482,99.6375,0,9.0,0.0,1.66
2023-10-19,HEC-CS-005,GEN,883.7,935.0,0.0115,0.701,92.1264,0,14.0,0.0,1.29
2023-10-19,HEC-CS-005,GIB,1494.2,935.0,0.0718,0.8199,78.7694,1,12.0,0.0,0.81
